edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,deg_u,deg_v,wdeg_u,wdeg_v,clustering_u,clustering_v,label
"('kevinhyatt', 'larrycampbell')",0.7213475204444817,0.25,4,0.25,1,2,4,1,7,4,0.5,0.0,1
"('kevinhyatt', 'lornabrennan')",1.3426824550040934,0.5,8,0.45,2,2,4,2,7,2,0.5,1.0,1
"('johnambler', 'kennethlay')",0.0,0.0,1,0.0,0,-1,1,1,6,12,0.0,0.0,1
"('davidbaumbach', 'ericbass')",0.7213475204444817,0.3333333333333333,4,0.25,1,2,2,2,10,5,0.0,0.0,1
"('jeffdasovich', 'chrisstokley')",0.5138983423697507,0.08333333333333333,22,0.14285714285714285,1,2,11,2,588,3,0.16363636363636364,0.0,1
"('jamesderrick', 'karendenne')",0.0,0.0,16,0.0,0,6,4,4,11,228,0.0,0.5,1
"('jamesderrick', 'juliamurray')",0.0,0.0,8,0.0,0,3,4,2,11,8,0.0,0.0,1
"('davidport', 'chrisabel')",0.5581106265512472,0.2,8,0.16666666666666666,1,2,2,4,3,56,0.0,0.3333333333333333,1
"('davidport', 'johnlavorato')",0.5581106265512472,0.06666666666666667,28,0.16666666666666666,1,2,2,14,3,103,0.0,0.13186813186813187,1
"('davidport', 'gregwhalley')",0.5581106265512472,0.16666666666666666,10,0.16666666666666666,1,2,2,5,3,24,0.0,0.2,1
"('davidport', 'louisekitchen')",0.0,0.0,22,0.0,0,3,2,11,3,45,0.0,0.14545454545454545,1
"('alanaronowitz', 'michellecash')",0.0,0.0,6,0.0,0,5,3,2,51,2,0.3333333333333333,0.0,1
"('alanaronowitz', 'marycook')",0.6977281118219061,0.2,27,0.11428571428571428,2,2,3,9,51,101,0.3333333333333333,0.4166666666666667,1
"('markkoenig', 'karendenne')",0.0,0.0,4,0.0,0,-1,1,4,6,228,0.0,0.5,1
"('timbelden', 'richardshapiro')",0.7959555731141975,0.14285714285714285,63,0.16233766233766234,2,2,7,9,13,272,0.14285714285714285,0.16666666666666666,1
"('timbelden', 'stewartrosman')",0.0,0.0,7,0.0,0,3,7,1,13,2,0.14285714285714285,0.0,1
"('timbelden', 'amyfitzpatrick')",1.4426950408889634,0.125,14,0.5,1,2,7,2,13,3,0.14285714285714285,0.0,1
"('timbelden', 'sallybeck')",0.0,0.0,42,0.0,0,3,7,6,13,12,0.14285714285714285,0.0,1
"('wescolwell', 'davidoxley')",0.4170323914242463,0.125,20,0.09090909090909091,1,2,5,4,9,5,0.1,0.5,1
"('wescolwell', 'sheilaglover')",0.0,0.0,10,0.0,0,5,5,2,9,22,0.1,0.0,1
"('wescolwell', 'sallybeck')",1.424137568996588,0.2222222222222222,30,0.47619047619047616,2,2,5,6,9,12,0.1,0.0,1
"('larrycampbell', 'kevinhyatt')",0.7213475204444817,0.25,4,0.25,1,2,1,4,4,7,0.0,0.5,1
"('matthewlenhart', 'stephaniesever')",0.0,0.0,25,0.0,0,4,5,5,32,39,0.1,0.2,1
"('edwardsacks', 'marieheard')",0.7073819204430023,0.2222222222222222,24,0.11904761904761904,2,2,8,3,30,22,0.32142857142857145,0.6666666666666666,1
"('edwardsacks', 'christianyoder')",1.262090897128557,0.3333333333333333,32,0.28095238095238095,3,2,8,4,30,26,0.32142857142857145,0.16666666666666666,1
"('davidoxley', 'wescolwell')",0.4170323914242463,0.125,20,0.09090909090909091,1,2,4,5,5,9,0.5,0.1,1
"('davidoxley', 'amyfitzpatrick')",1.4426950408889634,0.2,8,0.5,1,2,4,2,5,3,0.5,0.0,1
"('davidoxley', 'cindyolson')",0.0,0.0,4,0.0,0,6,4,1,5,1,0.5,0.0,1
"('davidoxley', 'sallybeck')",0.0,0.0,24,0.0,0,3,4,6,5,12,0.5,0.0,1
"('gregwhalley', 'chrisgaskill')",0.0,0.0,5,0.0,0,3,5,1,24,5,0.2,0.0,1
"('gregwhalley', 'davidport')",0.5581106265512472,0.16666666666666666,10,0.16666666666666666,1,2,5,2,24,3,0.2,0.0,1
"('gregwhalley', 'andyzipper')",1.000258116249563,0.2,35,0.27142857142857146,2,2,5,7,24,37,0.2,0.14285714285714285,1
"('gregwhalley', 'johnarnold')",0.3789231816899512,0.06666666666666667,55,0.07142857142857142,1,2,5,11,24,200,0.2,0.2,1
"('richardcausey', 'karendenne')",0.0,0.0,12,0.0,0,4,3,4,3,228,0.0,0.5,1
"('travismccullough', 'elizabethsager')",0.45511961331341866,0.058823529411764705,45,0.1111111111111111,1,2,3,15,11,166,0.3333333333333333,0.14285714285714285,1
"('travismccullough', 'louisekitchen')",0.5138983423697507,0.07692307692307693,33,0.14285714285714285,1,2,3,11,11,45,0.3333333333333333,0.14545454545454545,1
"('andyzipper', 'gregwhalley')",1.000258116249563,0.2,35,0.27142857142857146,2,2,7,5,37,24,0.14285714285714285,0.2,1
"('andyzipper', 'johnarnold')",1.100270702134433,0.125,77,0.3214285714285714,2,2,7,11,37,200,0.14285714285714285,0.2,1
"('jimschwieger', 'johnarnold')",0.0,0.0,44,0.0,0,3,4,11,10,200,0.0,0.2,1
"('lornabrennan', 'kevinhyatt')",1.3426824550040934,0.5,8,0.45,2,2,2,4,2,7,1.0,0.5,1
"('chrisstokley', 'jeffdasovich')",0.5138983423697507,0.08333333333333333,22,0.14285714285714285,1,2,2,11,3,588,0.0,0.16363636363636364,1
"('chrisstokley', 'stewartrosman')",0.0,0.0,2,0.0,0,4,2,1,3,2,0.0,0.0,1
"('chrisstokley', 'robertbadeer')",0.5138983423697507,0.5,2,0.14285714285714285,1,2,2,1,3,1,0.0,0.0,1
"('stephaniepanus', 'marieheard')",1.162501533756421,0.42857142857142855,21,0.23015873015873015,3,2,7,3,48,22,0.5238095238095238,0.6666666666666666,1
"('stephaniepanus', 'susanbailey')",2.7198544285924395,0.8571428571428571,42,0.6662698412698412,6,2,7,6,48,41,0.5238095238095238,0.5333333333333333,1
"('stephaniepanus', 'debraperlingiere')",0.45511961331341866,0.1111111111111111,21,0.1111111111111111,1,2,7,3,48,64,0.5238095238095238,0.3333333333333333,1
"('kennethlay', 'johnambler')",0.0,0.0,1,0.0,0,-1,1,1,12,6,0.0,0.0,1
"('sheilaglover', 'wescolwell')",0.0,0.0,10,0.0,0,5,2,5,22,9,0.0,0.1,1
"('sheilaglover', 'janetdietrich')",0.0,0.0,2,0.0,0,5,2,1,22,2,0.0,0.0,1
"('stewartrosman', 'timbelden')",0.0,0.0,7,0.0,0,3,1,7,2,13,0.0,0.14285714285714285,1
"('stewartrosman', 'chrisstokley')",0.0,0.0,2,0.0,0,4,1,2,2,3,0.0,0.0,1
"('stewartrosman', 'sarashackleton')",0.0,0.0,14,0.0,0,3,1,14,2,191,0.0,0.1978021978021978,1
"('sarashackleton', 'stewartrosman')",0.0,0.0,14,0.0,0,3,14,1,191,2,0.1978021978021978,0.0,1
"('johnarnold', 'scottneal')",0.8340427950033699,0.13333333333333333,66,0.18253968253968253,2,2,11,6,200,40,0.2,0.06666666666666667,1
"('johnarnold', 'gregwhalley')",0.3789231816899512,0.06666666666666667,55,0.07142857142857142,1,2,11,5,200,24,0.2,0.2,1
"('johnarnold', 'andyzipper')",1.100270702134433,0.125,77,0.3214285714285714,2,2,11,7,200,37,0.2,0.14285714285714285,1
"('johnarnold', 'jimschwieger')",0.0,0.0,44,0.0,0,3,11,4,200,10,0.2,0.0,1
"('mikegrigsby', 'chrisgaskill')",0.0,0.0,6,0.0,0,3,6,1,39,5,0.13333333333333333,0.0,1
"('mikegrigsby', 'johnlavorato')",0.6213349345596119,0.05263157894736842,84,0.2,1,2,6,14,39,103,0.13333333333333333,0.13186813186813187,1
"('tanyarohauer', 'marieheard')",1.162501533756421,0.6,15,0.23015873015873015,3,2,5,3,33,22,0.6,0.6666666666666666,1
"('susanbailey', 'marieheard')",1.162501533756421,0.5,18,0.23015873015873015,3,2,6,3,41,22,0.5333333333333333,0.6666666666666666,1
"('susanbailey', 'stephaniepanus')",2.7198544285924395,0.8571428571428571,42,0.6662698412698412,6,2,6,7,41,48,0.5333333333333333,0.5238095238095238,1
"('amyfitzpatrick', 'timbelden')",1.4426950408889634,0.125,14,0.5,1,2,2,7,3,13,0.0,0.14285714285714285,1
"('amyfitzpatrick', 'davidoxley')",1.4426950408889634,0.2,8,0.5,1,2,2,4,3,5,0.0,0.5,1
"('amyfitzpatrick', 'louisekitchen')",0.0,0.0,22,0.0,0,3,2,11,3,45,0.0,0.14545454545454545,1
"('stephaniesever', 'matthewlenhart')",0.0,0.0,25,0.0,0,4,5,5,39,32,0.2,0.1,1
"('christianyoder', 'edwardsacks')",1.262090897128557,0.3333333333333333,32,0.28095238095238095,3,2,4,8,26,30,0.16666666666666666,0.32142857142857145,1
"('rodhayslett', 'stevenharris')",0.0,0.0,10,0.0,0,-1,2,5,2,9,0.0,0.4,1
"('janetdietrich', 'chrisgaskill')",0.0,0.0,1,0.0,0,4,1,1,2,5,0.0,0.0,1
"('janetdietrich', 'rickbuy')",0.0,0.0,6,0.0,0,3,1,6,2,39,0.0,0.13333333333333333,1
"('janetdietrich', 'sheilaglover')",0.0,0.0,2,0.0,0,5,1,2,2,22,0.0,0.0,1
"('cindyolson', 'davidoxley')",0.0,0.0,4,0.0,0,6,1,4,1,5,0.0,0.5,1
"('cindyolson', 'karendenne')",0.0,0.0,4,0.0,0,7,1,4,1,228,0.0,0.5,1
"('karendenne', 'jamesderrick')",0.0,0.0,16,0.0,0,6,4,4,228,11,0.5,0.0,1
"('karendenne', 'markkoenig')",0.0,0.0,4,0.0,0,-1,4,1,228,6,0.5,0.0,1
"('karendenne', 'richardcausey')",0.0,0.0,12,0.0,0,4,4,3,228,3,0.5,0.0,1
"('karendenne', 'cindyolson')",0.0,0.0,4,0.0,0,7,4,1,228,1,0.5,0.0,1
"('elizabethsager', 'travismccullough')",0.45511961331341866,0.058823529411764705,45,0.1111111111111111,1,2,15,3,166,11,0.14285714285714285,0.3333333333333333,1
"('laureladams', 'marycook')",1.7793908893640002,0.4,45,0.42857142857142855,4,2,5,9,68,101,0.6,0.4166666666666667,1
"('ericbass', 'davidbaumbach')",0.7213475204444817,0.3333333333333333,4,0.25,1,2,2,2,5,10,0.0,0.0,1
"('marycook', 'marieheard')",0.7073819204430023,0.2,27,0.11904761904761904,2,2,9,3,101,22,0.4166666666666667,0.6666666666666666,1
"('marycook', 'alanaronowitz')",0.6977281118219061,0.2,27,0.11428571428571428,2,2,9,3,101,51,0.4166666666666667,0.3333333333333333,1
"('marycook', 'laureladams')",1.7793908893640002,0.4,45,0.42857142857142855,4,2,9,5,101,68,0.4166666666666667,0.6,1
"('marycook', 'juliamurray')",0.3284587387530511,0.1,18,0.047619047619047616,1,2,9,2,101,8,0.4166666666666667,0.0,1
"('tanajones', 'chrisabel')",0.0,0.0,84,0.0,0,3,21,4,349,56,0.15714285714285714,0.3333333333333333,1
"('arsystem', 'johnlavorato')",1.072008968920998,0.1111111111111111,84,0.30952380952380953,2,2,6,14,104,103,0.13333333333333333,0.13186813186813187,1
"('arsystem', 'louisekitchen')",0.5138983423697507,0.0625,66,0.14285714285714285,1,2,6,11,104,45,0.13333333333333333,0.14545454545454545,1
"('juliamurray', 'michellecash')",0.0,0.0,4,0.0,0,5,2,2,8,2,0.0,0.0,1
"('juliamurray', 'jamesderrick')",0.0,0.0,8,0.0,0,3,2,4,8,11,0.0,0.0,1
"('juliamurray', 'marycook')",0.3284587387530511,0.1,18,0.047619047619047616,1,2,2,9,8,101,0.0,0.4166666666666667,1
"('robmilnthorp', 'peterkeohane')",0.0,0.0,3,0.0,0,5,1,3,1,37,0.0,0.3333333333333333,1
"('debraperlingiere', 'stephaniepanus')",0.45511961331341866,0.1111111111111111,21,0.1111111111111111,1,2,3,7,64,48,0.3333333333333333,0.5238095238095238,1
"('robertbadeer', 'chrisstokley')",0.5138983423697507,0.5,2,0.14285714285714285,1,2,1,2,1,3,0.0,0.0,1
"('louisekitchen', 'stuartzisman')",0.0,0.0,11,0.0,0,4,11,1,45,26,0.14545454545454545,0.0,1
"('louisekitchen', 'davidport')",0.0,0.0,22,0.0,0,3,11,2,45,3,0.14545454545454545,0.0,1
"('louisekitchen', 'travismccullough')",0.5138983423697507,0.07692307692307693,33,0.14285714285714285,1,2,11,3,45,11,0.14545454545454545,0.3333333333333333,1
"('louisekitchen', 'amyfitzpatrick')",0.0,0.0,22,0.0,0,3,11,2,45,3,0.14545454545454545,0.0,1
"('louisekitchen', 'arsystem')",0.5138983423697507,0.0625,66,0.14285714285714285,1,2,11,6,45,104,0.14545454545454545,0.13333333333333333,1
"('louisekitchen', 'sallybeck')",1.1352332769293625,0.13333333333333333,66,0.34285714285714286,2,2,11,6,45,12,0.14545454545454545,0.0,1
"('sallybeck', 'johnlavorato')",1.1352332769293625,0.1111111111111111,84,0.34285714285714286,2,2,6,14,12,103,0.0,0.13186813186813187,1
"('sallybeck', 'timbelden')",0.0,0.0,42,0.0,0,3,6,7,12,13,0.0,0.14285714285714285,1
"('sallybeck', 'wescolwell')",1.424137568996588,0.2222222222222222,30,0.47619047619047616,2,2,6,5,12,9,0.0,0.1,1
"('sallybeck', 'davidoxley')",0.0,0.0,24,0.0,0,3,6,4,12,5,0.0,0.5,1
"('sallybeck', 'louisekitchen')",1.1352332769293625,0.13333333333333333,66,0.34285714285714286,2,2,6,11,12,45,0.0,0.14545454545454545,1
"('peterkeohane', 'robmilnthorp')",0.0,0.0,3,0.0,0,5,3,1,37,1,0.3333333333333333,0.0,1
"('larrycampbell', 'victorlamadrid')",0.0,0.0,3,0.0,0,-1,1,3,4,22,0.0,0.6666666666666666,0
"('cindyolson', 'cameron')",0.0,0.0,4,0.0,0,7,1,4,1,66,0.0,0.8333333333333334,0
"('lorrainelindberg', 'debraperlingiere')",0.0,0.0,12,0.0,0,-1,4,3,9,64,0.16666666666666666,0.3333333333333333,0
"('kamkeiser', 'susanbailey')",0.0,0.0,24,0.0,0,4,4,6,22,41,0.0,0.5333333333333333,0
"('victorlamadrid', 'karendenne')",0.0,0.0,12,0.0,0,4,3,4,22,228,0.6666666666666666,0.5,0
"('richardcausey', 'sheilatweed')",0.0,0.0,9,0.0,0,5,3,3,3,56,0.0,0.6666666666666666,0
"('torikuykendall', 'lisamellencamp')",0.0,0.0,8,0.0,0,5,2,4,4,24,0.0,0.3333333333333333,0
"('mikegrigsby', 'errolmclaughlin')",0.0,0.0,30,0.0,0,3,6,5,39,31,0.13333333333333333,0.3,0
"('markkoenig', 'chrisgermany')",0.0,0.0,3,0.0,0,-1,1,3,6,25,0.0,0.3333333333333333,0
"('elizabethlinnell', 'lornabrennan')",0.0,0.0,2,0.0,0,-1,1,2,9,2,0.0,1.0,0
"('jimschwieger', 'markkoenig')",0.0,0.0,4,0.0,0,-1,4,1,10,6,0.0,0.0,0
"('juliamurray', 'johngriffith')",0.0,0.0,12,0.0,0,3,2,6,8,30,0.0,0.26666666666666666,0
"('cheryljohnson', 'kevinhyatt')",0.0,0.0,8,0.0,0,-1,2,4,20,7,1.0,0.5,0
"('lisamellencamp', 'rodhayslett')",0.0,0.0,8,0.0,0,6,4,2,24,2,0.3333333333333333,0.0,0
"('timbelden', 'rosaleefleming')",0.7959555731141975,0.25,21,0.16233766233766234,2,2,7,3,13,25,0.14285714285714285,0.6666666666666666,0
"('susanbailey', 'audreyrobertson')",0.0,0.0,12,0.0,0,-1,6,2,41,3,0.5333333333333333,1.0,0
"('robertfrank', 'karendenne')",0.45511961331341866,0.25,4,0.1111111111111111,1,2,1,4,3,228,0.0,0.5,0
"('susanbailey', 'andyzipper')",0.0,0.0,42,0.0,0,3,6,7,41,37,0.5333333333333333,0.14285714285714285,0
"('vkamins', 'psellers')",0.0,0.0,3,0.0,0,-1,1,3,4,20,0.0,1.0,0
"('errolmclaughlin', 'russelldiamond')",0.4170323914242463,0.07692307692307693,45,0.09090909090909091,1,2,5,9,31,48,0.3,0.19444444444444445,0
"('sheilaglover', 'christianyoder')",0.3789231816899512,0.2,8,0.07142857142857142,1,2,2,4,22,26,0.0,0.16666666666666666,0
"('jamesderrick', 'kennethlay')",0.0,0.0,4,0.0,0,7,4,1,11,12,0.0,0.0,0
"('samanthaboyd', 'peterkeohane')",0.0,0.0,3,0.0,0,3,1,3,4,37,0.0,0.3333333333333333,0
"('debradavidson', 'jeffdasovich')",0.0,0.0,11,0.0,0,3,1,11,3,588,0.0,0.16363636363636364,0
"('russelldiamond', 'amyfitzpatrick')",0.0,0.0,18,0.0,0,5,9,2,48,3,0.19444444444444445,0.0,0
"('errolmclaughlin', 'amyfitzpatrick')",0.0,0.0,10,0.0,0,5,5,2,31,3,0.3,0.0,0
"('jayreitmeyer', 'ziminlu')",0.0,0.0,3,0.0,0,4,3,1,21,8,0.6666666666666666,0.0,0
"('tanajones', 'robertbadeer')",0.0,0.0,21,0.0,0,4,21,1,349,1,0.15714285714285714,0.0,0
"('lornabrennan', 'rosaleefleming')",0.0,0.0,6,0.0,0,-1,2,3,2,25,1.0,0.6666666666666666,0
"('geraldnemec', 'nancysellers')",0.0,0.0,36,0.0,0,3,9,4,158,80,0.08333333333333333,0.8333333333333334,0
"('janetdietrich', 'debradavidson')",0.0,0.0,1,0.0,0,4,1,1,2,3,0.0,0.0,0
"('alanaronowitz', 'tanyarohauer')",0.6977281118219061,0.3333333333333333,15,0.11428571428571428,2,2,3,5,51,33,0.3333333333333333,0.6,0
"('joehartsoe', 'elizabethlinnell')",0.0,0.0,2,0.0,0,3,2,1,7,9,0.0,0.0,0
"('pattisullivan', 'karendenne')",0.0,0.0,4,0.0,0,4,1,4,4,228,0.0,0.5,0
"('davidport', 'torikuykendall')",0.0,0.0,4,0.0,0,5,2,2,3,4,0.0,0.0,0
"('dutchquigley', 'vkaminski')",0.0,0.0,5,0.0,0,-1,5,1,72,4,0.5,0.0,0
"('lisamellencamp', 'larrycampbell')",0.0,0.0,4,0.0,0,-1,4,1,24,4,0.3333333333333333,0.0,0
"('davidoxley', 'sarashackleton')",0.0,0.0,56,0.0,0,3,4,14,5,191,0.5,0.1978021978021978,0
"('susanbailey', 'arsystem')",0.3284587387530511,0.09090909090909091,36,0.047619047619047616,1,2,6,6,41,104,0.5333333333333333,0.13333333333333333,0
"('marcusnettelton', 'markkoenig')",0.0,0.0,3,0.0,0,-1,3,1,88,6,1.0,0.0,0
"('stewartrosman', 'michellecash')",0.0,0.0,2,0.0,0,5,1,2,2,2,0.0,0.0,0
"('laureladams', 'jayreitmeyer')",0.0,0.0,15,0.0,0,4,5,3,68,21,0.6,0.6666666666666666,0
"('juliamurray', 'stuartzisman')",0.0,0.0,2,0.0,0,4,2,1,8,26,0.0,0.0,0
"('dutchquigley', 'lauraluce')",0.872152004737665,0.2857142857142857,20,0.20202020202020202,2,2,5,4,72,8,0.5,0.5,0
"('tanyarohauer', 'samanthaboyd')",0.3789231816899512,0.2,5,0.07142857142857142,1,2,5,1,33,4,0.6,0.0,0
"('shonawilson', 'gregwhalley')",0.5581106265512472,0.16666666666666666,10,0.16666666666666666,1,2,2,5,3,24,0.0,0.2,0
"('rosaleefleming', 'laureladams')",0.0,0.0,15,0.0,0,4,3,5,25,68,0.6666666666666666,0.6,0
"('davidoxley', 'laureladams')",0.0,0.0,20,0.0,0,4,4,5,5,68,0.5,0.6,0
"('amyfitzpatrick', 'richardcausey')",0.0,0.0,6,0.0,0,5,2,3,3,3,0.0,0.0,0
"('suzanneadams', 'lauraluce')",0.0,0.0,8,0.0,0,5,2,4,262,8,1.0,0.5,0
"('marcusnettelton', 'rodhayslett')",0.0,0.0,6,0.0,0,6,3,2,88,2,1.0,0.0,0
"('russelldiamond', 'inarangel')",0.4170323914242463,0.058823529411764705,81,0.09090909090909091,1,2,9,9,48,177,0.19444444444444445,0.1111111111111111,0
"('nancysellers', 'suzanneadams')",0.0,0.0,8,0.0,0,5,4,2,80,262,0.8333333333333334,1.0,0
"('matthewlenhart', 'keithholst')",0.5581106265512472,0.2,5,0.16666666666666666,1,2,5,1,32,6,0.1,0.0,0
"('lisamellencamp', 'chrisgaskill')",0.0,0.0,4,0.0,0,4,4,1,24,5,0.3333333333333333,0.0,0
"('michellecash', 'elizabethlinnell')",0.0,0.0,2,0.0,0,4,2,1,2,9,0.0,0.0,0
"('samanthaboyd', 'michellelokay')",0.0,0.0,3,0.0,0,-1,1,3,4,12,0.0,0.6666666666666666,0
"('edwardsacks', 'brenthendry')",1.221280262812753,0.3333333333333333,32,0.26190476190476186,3,2,8,4,30,37,0.32142857142857145,1.0,0
"('vkaminski', 'alanaronowitz')",0.0,0.0,3,0.0,0,-1,1,3,4,51,0.0,0.3333333333333333,0
"('lesliereeves', 'stewartrosman')",0.0,0.0,1,0.0,0,5,1,1,1,2,0.0,0.0,0
"('laureladams', 'errolmclaughlin')",0.0,0.0,25,0.0,0,3,5,5,68,31,0.6,0.3,0
"('barrytycholiz', 'kennethlay')",0.0,0.0,5,0.0,0,3,5,1,96,12,0.1,0.0,0
"('tanyarohauer', 'chrisgaskill')",0.0,0.0,5,0.0,0,3,5,1,33,5,0.6,0.0,0
"('lesliereeves', 'eldon')",0.0,0.0,3,0.0,0,6,1,3,1,12,0.0,1.0,0
"('gregjohnston', 'dutchquigley')",0.0,0.0,10,0.0,0,3,2,5,13,72,1.0,0.5,0
"('cindyolson', 'kevinhyatt')",0.0,0.0,4,0.0,0,-1,1,4,1,7,0.0,0.5,0
"('davidforster', 'info')",0.0,0.0,12,0.0,0,3,4,3,34,6,0.3333333333333333,0.0,0
"('kamkeiser', 'info')",0.0,0.0,12,0.0,0,4,4,3,22,6,0.0,0.0,0
"('gregjohnston', 'richardcausey')",0.0,0.0,6,0.0,0,5,2,3,13,3,1.0,0.0,0
"('brenthendry', 'frankermis')",0.0,0.0,8,0.0,0,4,4,2,37,13,1.0,0.0,0
"('torikuykendall', 'sheilatweed')",0.0,0.0,6,0.0,0,5,2,3,4,56,0.0,0.6666666666666666,0
"('lorrainelindberg', 'vkamins')",0.0,0.0,4,0.0,0,-1,4,1,9,4,0.16666666666666666,0.0,0
"('brianredmond', 'johnambler')",0.0,0.0,5,0.0,0,-1,5,1,38,6,0.1,0.0,0
"('marieheard', 'lauraluce')",0.0,0.0,12,0.0,0,3,3,4,22,8,0.6666666666666666,0.5,0
"('victorlamadrid', 'johnlavorato')",0.5581106265512472,0.0625,42,0.16666666666666666,1,2,3,14,22,103,0.6666666666666666,0.13186813186813187,0
"('larrycampbell', 'davidoxley')",0.0,0.0,4,0.0,0,-1,1,4,4,5,0.0,0.5,0
"('samanthaboyd', 'vkaminski')",0.0,0.0,1,0.0,0,-1,1,1,4,4,0.0,0.0,0
"('audreyrobertson', 'keithholst')",0.0,0.0,2,0.0,0,-1,2,1,3,6,1.0,0.0,0
"('sheilatweed', 'tanajones')",0.36926937306885504,0.043478260869565216,63,0.06666666666666667,1,2,3,21,56,349,0.6666666666666666,0.15714285714285714,0
"('tklohman', 'arsystem')",0.0,0.0,6,0.0,0,-1,1,6,1,104,0.0,0.13333333333333333,0
"('debradavidson', 'frankermis')",0.0,0.0,2,0.0,0,5,1,2,3,13,0.0,0.0,0
"('jimschwieger', 'davidoxley')",0.0,0.0,16,0.0,0,3,4,4,10,5,0.0,0.5,0
"('tanajones', 'ziminlu')",0.0,0.0,21,0.0,0,3,21,1,349,8,0.15714285714285714,0.0,0
"('janetdietrich', 'brenthendry')",0.0,0.0,4,0.0,0,5,1,4,2,37,0.0,1.0,0
"('tanyarohauer', 'lisamellencamp')",1.203312168072225,0.5,20,0.2492063492063492,3,2,5,4,33,24,0.6,0.3333333333333333,0
"('robmilnthorp', 'vkamins')",0.0,0.0,1,0.0,0,-1,1,1,1,4,0.0,0.0,0
"('gregjohnston', 'andyzipper')",0.0,0.0,14,0.0,0,3,2,7,13,37,1.0,0.14285714285714285,0
"('rosaleefleming', 'sarashackleton')",0.0,0.0,42,0.0,0,4,3,14,25,191,0.6666666666666666,0.1978021978021978,0
"('shonawilson', 'debradavidson')",0.0,0.0,2,0.0,0,3,2,1,3,3,0.0,0.0,0
