edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,deg_u,deg_v,wdeg_u,wdeg_v,clustering_u,clustering_v,label
"('brenthendry', 'stephaniepanus')",1.560687065127133,0.5,35,0.315018315018315,4,2,5,7,105,66,0.7,0.5714285714285714,1
"('brenthendry', 'susanbailey')",1.0467887227573822,0.375,30,0.17216117216117216,3,2,5,6,105,43,0.7,0.7333333333333333,1
"('edwardsacks', 'russelldiamond')",1.2150281040573494,0.3333333333333333,27,0.26190476190476186,3,2,3,9,32,103,1.0,0.3333333333333333,1
"('edwardsacks', 'marycook')",1.2150281040573494,0.23076923076923078,39,0.26190476190476186,3,2,3,13,32,184,1.0,0.3333333333333333,1
"('davidoxley', 'michellecash')",0.0,0.0,1,0.0,0,-1,1,1,45,2,0.0,0.0,1
"('michellelokay', 'tklohman')",0.5138983423697507,0.25,4,0.14285714285714285,1,2,4,1,28,3,0.5,0.0,1
"('michellelokay', 'lorrainelindberg')",2.603583130107447,0.6666666666666666,24,0.8428571428571429,4,2,4,6,28,29,0.5,0.3333333333333333,1
"('andyzipper', 'tanajones')",0.3898712452512801,0.043478260869565216,63,0.07692307692307693,1,2,3,21,11,425,1.0,0.1523809523809524,1
"('davidforster', 'drewfossum')",0.0,0.0,15,0.0,0,4,3,5,22,29,0.6666666666666666,0.3,1
"('jimschwieger', 'davidbaumbach')",0.0,0.0,1,0.0,0,6,1,1,4,8,0.0,0.0,1
"('errolmclaughlin', 'chrisabel')",0.0,0.0,1,0.0,0,4,1,1,4,3,0.0,0.0,1
"('errolmclaughlin', 'dutchquigley')",0.3898712452512801,1.0,1,0.07692307692307693,1,2,1,1,4,4,0.0,0.0,1
"('russelldiamond', 'edwardsacks')",1.2150281040573494,0.3333333333333333,27,0.26190476190476186,3,2,9,3,103,32,0.3333333333333333,1.0,1
"('stephaniepanus', 'brenthendry')",1.560687065127133,0.5,35,0.315018315018315,4,2,7,5,66,105,0.5714285714285714,0.7,1
"('stephaniepanus', 'laureladams')",0.6569174775061022,0.25,21,0.09523809523809523,2,2,7,3,66,70,0.5714285714285714,0.6666666666666666,1
"('torikuykendall', 'pattisullivan')",0.48089834696298783,0.5,2,0.125,1,2,2,1,13,3,1.0,0.0,1
"('torikuykendall', 'inarangel')",0.48089834696298783,0.25,6,0.125,1,2,2,3,13,34,1.0,0.0,1
"('torikuykendall', 'stephaniesever')",0.48089834696298783,0.3333333333333333,4,0.125,1,2,2,2,13,48,1.0,0.0,1
"('lorrainelindberg', 'michellelokay')",2.603583130107447,0.6666666666666666,24,0.8428571428571429,4,2,6,4,29,28,0.3333333333333333,0.5,1
"('geraldnemec', 'debraperlingiere')",0.45511961331341866,0.3333333333333333,3,0.1111111111111111,1,2,1,3,8,49,0.0,0.3333333333333333,1
"('inarangel', 'torikuykendall')",0.48089834696298783,0.25,6,0.125,1,2,3,2,34,13,0.0,1.0,1
"('tanyarohauer', 'susanbailey')",1.170815819875853,0.42857142857142855,24,0.23809523809523808,3,2,4,6,40,43,0.6666666666666666,0.7333333333333333,1
"('susanbailey', 'marieheard')",0.3284587387530511,0.14285714285714285,12,0.047619047619047616,1,2,6,2,43,20,0.7333333333333333,1.0,1
"('susanbailey', 'brenthendry')",1.0467887227573822,0.375,30,0.17216117216117216,3,2,6,5,43,105,0.7333333333333333,0.7,1
"('susanbailey', 'tanyarohauer')",1.170815819875853,0.42857142857142855,24,0.23809523809523808,3,2,6,4,43,40,0.7333333333333333,0.6666666666666666,1
"('susanbailey', 'samanthaboyd')",2.0158066784405517,0.625,42,0.4261294261294261,5,2,6,7,43,70,0.7333333333333333,0.6190476190476191,1
"('drewfossum', 'brittdavis')",0.0,0.0,10,0.0,0,5,5,2,29,6,0.3,0.0,1
"('drewfossum', 'davidforster')",0.0,0.0,15,0.0,0,4,5,3,29,22,0.3,0.6666666666666666,1
"('stephaniesever', 'torikuykendall')",0.48089834696298783,0.3333333333333333,4,0.125,1,2,2,2,48,13,0.0,1.0,1
"('shirleycrenshaw', 'vkamins')",0.0,0.0,2,0.0,0,-1,2,1,6,12,0.0,0.0,1
"('christianyoder', 'tanajones')",0.7183299840043311,0.08695652173913043,84,0.12454212454212454,2,2,4,21,20,425,0.5,0.1523809523809524,1
"('audreyrobertson', 'tklohman')",0.5138983423697507,0.2,5,0.14285714285714285,1,2,5,1,52,3,0.6,0.0,1
"('karendenne', 'paulkaufman')",0.3789231816899512,0.5,2,0.07142857142857142,1,2,1,2,12,66,0.0,1.0,1
"('elizabethsager', 'stuartzisman')",0.5581106265512472,0.16666666666666666,10,0.16666666666666666,1,2,2,5,15,32,0.0,0.8,1
"('elizabethsager', 'kaymann')",0.0,0.0,18,0.0,0,3,2,9,15,343,0.0,0.1388888888888889,1
"('elizabethsager', 'joehartsoe')",0.0,0.0,2,0.0,0,6,2,1,15,12,0.0,0.0,1
"('samanthaboyd', 'marieheard')",0.3284587387530511,0.125,14,0.047619047619047616,1,2,7,2,70,20,0.6190476190476191,1.0,1
"('samanthaboyd', 'susanbailey')",2.0158066784405517,0.625,42,0.4261294261294261,5,2,7,6,70,43,0.6190476190476191,0.7333333333333333,1
"('laureladams', 'stephaniepanus')",0.6569174775061022,0.25,21,0.09523809523809523,2,2,3,7,70,66,0.6666666666666666,0.5714285714285714,1
"('chrisgermany', 'scottneal')",0.0,0.0,2,0.0,0,-1,1,2,27,16,0.0,1.0,1
"('marycook', 'alanaronowitz')",0.6569174775061022,0.125,65,0.09523809523809523,2,2,13,5,184,93,0.3333333333333333,0.4,1
"('marycook', 'edwardsacks')",1.2150281040573494,0.23076923076923078,39,0.26190476190476186,3,2,13,3,184,32,0.3333333333333333,1.0,1
"('joehartsoe', 'richardshapiro')",0.3789231816899512,0.3333333333333333,3,0.07142857142857142,1,2,1,3,12,67,0.0,0.3333333333333333,1
"('joehartsoe', 'paulkaufman')",0.3789231816899512,0.5,2,0.07142857142857142,1,2,1,2,12,66,0.0,1.0,1
"('joehartsoe', 'elizabethsager')",0.0,0.0,2,0.0,0,6,1,2,12,15,0.0,0.0,1
"('tanajones', 'andyzipper')",0.3898712452512801,0.043478260869565216,63,0.07692307692307693,1,2,21,3,425,11,0.1523809523809524,1.0,1
"('tanajones', 'christianyoder')",0.7183299840043311,0.08695652173913043,84,0.12454212454212454,2,2,21,4,425,20,0.1523809523809524,0.5,1
"('tanajones', 'juliamurray')",0.7183299840043311,0.08333333333333333,105,0.12454212454212454,2,2,21,5,425,26,0.1523809523809524,0.8,1
"('tanajones', 'louisekitchen')",0.3898712452512801,0.043478260869565216,63,0.07692307692307693,1,2,21,3,425,13,0.1523809523809524,1.0,1
"('juliamurray', 'tanajones')",0.7183299840043311,0.08333333333333333,105,0.12454212454212454,2,2,5,21,26,425,0.8,0.1523809523809524,1
"('debraperlingiere', 'geraldnemec')",0.45511961331341866,0.3333333333333333,3,0.1111111111111111,1,2,3,1,49,8,0.3333333333333333,0.0,1
"('robertbadeer', 'matthewlenhart')",0.0,0.0,5,0.0,0,5,1,5,2,108,0.0,0.2,1
"('louisekitchen', 'tanajones')",0.3898712452512801,0.043478260869565216,63,0.07692307692307693,1,2,3,21,13,425,1.0,0.1523809523809524,1
"('gregjohnston', 'kaymann')",0.3284587387530511,0.09090909090909091,27,0.047619047619047616,1,2,3,9,82,343,1.0,0.1388888888888889,1
"('sallybeck', 'davidbaumbach')",0.0,0.0,7,0.0,0,5,7,1,88,8,0.047619047619047616,0.0,1
"('sallybeck', 'wescolwell')",0.9163279467515955,0.2857142857142857,14,0.22619047619047616,2,2,7,2,88,8,0.047619047619047616,0.0,1
"('sallybeck', 'sarahnovosel')",0.0,0.0,21,0.0,0,4,7,3,88,11,0.047619047619047616,0.6666666666666666,0
"('laureladams', 'travismccullough')",0.3284587387530511,0.2,9,0.047619047619047616,1,2,3,3,70,37,0.6666666666666666,0.3333333333333333,0
"('torikuykendall', 'lorrainelindberg')",0.0,0.0,12,0.0,0,6,2,6,13,29,1.0,0.3333333333333333,0
"('gregjohnston', 'robmilnthorp')",0.5138983423697507,0.25,6,0.14285714285714285,1,2,3,2,82,14,1.0,1.0,0
"('torikuykendall', 'tklohman')",0.0,0.0,2,0.0,0,6,2,1,13,3,1.0,0.0,0
"('wescolwell', 'pattisullivan')",0.0,0.0,2,0.0,0,3,2,1,8,3,0.0,0.0,0
"('russelldiamond', 'nancysellers')",0.0,0.0,27,0.0,0,4,9,3,103,56,0.3333333333333333,1.0,0
"('suzanneadams', 'sheilaglover')",0.0,0.0,14,0.0,0,3,2,7,159,64,1.0,0.19047619047619047,0
"('lesliereeves', 'jayreitmeyer')",0.0,0.0,1,0.0,0,5,1,1,8,12,0.0,0.0,0
"('lindydonoho', 'sheilatweed')",0.0,0.0,4,0.0,0,8,2,2,12,117,1.0,1.0,0
"('richardcausey', 'shirleycrenshaw')",0.0,0.0,2,0.0,0,8,1,2,4,6,0.0,0.0,0
"('gregjohnston', 'eldon')",0.0,0.0,6,0.0,0,4,3,2,82,14,1.0,1.0,0
"('timbelden', 'jayreitmeyer')",0.0,0.0,3,0.0,0,4,3,1,18,12,0.0,0.0,0
"('tanyarohauer', 'richardcausey')",0.0,0.0,4,0.0,0,4,4,1,40,4,0.6666666666666666,0.0,0
"('stuartzisman', 'mikemaggi')",0.0,0.0,5,0.0,0,3,5,1,32,12,0.8,0.0,0
"('lesliereeves', 'vkaminski')",0.0,0.0,1,0.0,0,-1,1,1,8,12,0.0,0.0,0
"('johnambler', 'jeffdasovich')",0.0,0.0,14,0.0,0,-1,1,14,3,251,0.0,0.07692307692307693,0
"('davidoxley', 'wescolwell')",0.40242960438184466,0.5,2,0.08333333333333333,1,2,1,2,45,8,0.0,0.0,0
"('michellelokay', 'gregwhalley')",0.0,0.0,20,0.0,0,5,4,5,28,23,0.5,0.6,0
"('geraldnemec', 'samanthaboyd')",0.45511961331341866,0.14285714285714285,7,0.1111111111111111,1,2,1,7,8,70,0.0,0.6190476190476191,0
"('stewartrosman', 'marieheard')",0.0,0.0,6,0.0,0,3,3,2,8,20,1.0,1.0,0
"('susanbailey', 'mikemaggi')",0.0,0.0,6,0.0,0,3,6,1,43,12,0.7333333333333333,0.0,0
"('info', 'drewfossum')",0.0,0.0,5,0.0,0,6,1,5,3,29,0.0,0.3,0
"('johnambler', 'dutchquigley')",0.0,0.0,1,0.0,0,-1,1,1,3,4,0.0,0.0,0
"('johnambler', 'nancysellers')",0.0,0.0,3,0.0,0,-1,1,3,3,56,0.0,1.0,0
"('sarashackleton', 'jayreitmeyer')",0.0,0.0,21,0.0,0,5,21,1,540,12,0.20952380952380953,0.0,0
"('marcusnettelton', 'suzanneadams')",0.0,0.0,4,0.0,0,4,2,2,6,159,0.0,1.0,0
"('matthewlenhart', 'tanyarohauer')",0.0,0.0,20,0.0,0,4,5,4,108,40,0.2,0.6666666666666666,0
"('amyfitzpatrick', 'dutchquigley')",0.0,0.0,1,0.0,0,-1,1,1,2,4,0.0,0.0,0
"('stephaniepanus', 'chrisabel')",0.0,0.0,7,0.0,0,4,7,1,66,3,0.5714285714285714,0.0,0
"('karendenne', 'gregwhalley')",0.0,0.0,5,0.0,0,4,1,5,12,23,0.0,0.6,0
"('drewfossum', 'robmilnthorp')",0.0,0.0,10,0.0,0,4,5,2,29,14,0.3,1.0,0
"('alanaronowitz', 'keithholst')",0.0,0.0,5,0.0,0,4,5,1,93,4,0.4,0.0,0
"('cameron', 'brenthendry')",0.0,0.0,20,0.0,0,4,4,5,50,105,0.6666666666666666,0.7,0
"('scottneal', 'michellelokay')",0.0,0.0,8,0.0,0,6,2,4,16,28,1.0,0.5,0
"('shonawilson', 'paulkaufman')",0.0,0.0,4,0.0,0,5,2,2,50,66,1.0,1.0,0
"('shelleycorman', 'ziminlu')",0.0,0.0,6,0.0,0,4,2,3,5,21,0.0,0.0,0
"('stuartzisman', 'torikuykendall')",0.0,0.0,10,0.0,0,5,5,2,32,13,0.8,1.0,0
"('shelleycorman', 'stephaniepanus')",0.0,0.0,14,0.0,0,5,2,7,5,66,0.0,0.5714285714285714,0
"('samanthaboyd', 'jimschwieger')",0.0,0.0,7,0.0,0,3,7,1,70,4,0.6190476190476191,0.0,0
"('drewfossum', 'stephaniepanus')",0.0,0.0,35,0.0,0,4,5,7,29,66,0.3,0.5714285714285714,0
"('elizabethsager', 'scottneal')",0.0,0.0,4,0.0,0,4,2,2,15,16,0.0,1.0,0
"('travismccullough', 'tklohman')",0.0,0.0,3,0.0,0,5,3,1,37,3,0.3333333333333333,0.0,0
"('debraperlingiere', 'suzanneadams')",0.0,0.0,6,0.0,0,4,3,2,49,159,0.3333333333333333,1.0,0
"('richardcausey', 'johnlavorato')",0.5138983423697507,0.08333333333333333,12,0.14285714285714285,1,2,1,12,4,135,0.0,0.10606060606060606,0
"('gregjohnston', 'lisamellencamp')",0.8423570811228018,0.2857142857142857,18,0.19047619047619047,2,2,3,6,82,38,1.0,0.4666666666666667,0
"('christianyoder', 'paulkaufman')",0.0,0.0,8,0.0,0,5,4,2,20,66,0.5,1.0,0
"('travismccullough', 'dutchquigley')",0.0,0.0,3,0.0,0,3,3,1,37,4,0.3333333333333333,0.0,0
"('sallybeck', 'robmilnthorp')",0.40242960438184466,0.125,14,0.08333333333333333,1,2,7,2,88,14,0.047619047619047616,1.0,0
"('marycook', 'keithholst')",0.0,0.0,13,0.0,0,4,13,1,184,4,0.3333333333333333,0.0,0
"('larrycampbell', 'lornabrennan')",0.0,0.0,3,0.0,0,-1,1,3,15,29,0.0,0.6666666666666666,0
"('johnarnold', 'kaynecoulter')",0.0,0.0,13,0.0,0,-1,13,1,91,15,0.11538461538461539,0.0,0
"('vkamins', 'tanyarohauer')",0.0,0.0,4,0.0,0,-1,1,4,12,40,0.0,0.6666666666666666,0
"('laureladams', 'timbelden')",0.3284587387530511,0.2,9,0.047619047619047616,1,2,3,3,70,18,0.6666666666666666,0.0,0
"('sarahnovosel', 'errolmclaughlin')",0.0,0.0,3,0.0,0,5,3,1,11,4,0.6666666666666666,0.0,0
"('travismccullough', 'jeffdasovich')",0.0,0.0,42,0.0,0,3,3,14,37,251,0.3333333333333333,0.07692307692307693,0
"('stewartrosman', 'stephaniepanus')",0.7183299840043311,0.25,21,0.12454212454212454,2,2,3,7,8,66,1.0,0.5714285714285714,0
"('juliamurray', 'marieheard')",0.0,0.0,10,0.0,0,3,5,2,26,20,0.8,1.0,0
"('richardshapiro', 'stephaniepanus')",0.0,0.0,21,0.0,0,4,3,7,67,66,0.3333333333333333,0.5714285714285714,0
"('nancysellers', 'juliamurray')",0.0,0.0,15,0.0,0,5,3,5,56,26,1.0,0.8,0
"('anitadupont', 'kevinhyatt')",0.0,0.0,7,0.0,0,4,1,7,3,43,0.0,0.3333333333333333,0
"('travismccullough', 'suzanneadams')",0.45511961331341866,0.25,6,0.1111111111111111,1,2,3,2,37,159,0.3333333333333333,1.0,0
"('lisamellencamp', 'alanaronowitz')",0.8423570811228018,0.2222222222222222,30,0.19047619047619047,2,2,6,5,38,93,0.4666666666666667,0.4,0
"('davidbaumbach', 'marycook')",0.0,0.0,13,0.0,0,6,1,13,8,184,0.0,0.3333333333333333,0
"('anitadupont', 'marieheard')",0.0,0.0,2,0.0,0,8,1,2,3,20,0.0,1.0,0
"('lesliereeves', 'shirleycrenshaw')",0.0,0.0,2,0.0,0,8,1,2,8,6,0.0,0.0,0
"('marieheard', 'mikegrigsby')",0.0,0.0,16,0.0,0,3,2,8,20,43,1.0,0.07142857142857142,0
"('peterkeohane', 'richardshapiro')",0.0,0.0,21,0.0,0,4,7,3,84,67,0.3333333333333333,0.3333333333333333,0
"('travismccullough', 'elizabethsager')",0.0,0.0,6,0.0,0,3,3,2,37,15,0.3333333333333333,0.0,0
"('gregjohnston', 'kennethlay')",0.0,0.0,3,0.0,0,-1,3,1,82,3,1.0,0.0,0
"('sarahnovosel', 'rickbuy')",0.0,0.0,6,0.0,0,4,3,2,11,20,0.6666666666666666,1.0,0
"('laureladams', 'suzanneadams')",0.0,0.0,6,0.0,0,3,3,2,70,159,0.6666666666666666,1.0,0
"('davidbaumbach', 'edwardsacks')",0.0,0.0,3,0.0,0,6,1,3,8,32,0.0,1.0,0
"('laureladams', 'chrisgermany')",0.0,0.0,3,0.0,0,-1,3,1,70,27,0.6666666666666666,0.0,0
"('errolmclaughlin', 'richardcausey')",0.0,0.0,1,0.0,0,4,1,1,4,4,0.0,0.0,0
"('johnarnold', 'frankermis')",0.0,0.0,26,0.0,0,3,13,2,91,7,0.11538461538461539,1.0,0
"('andyzipper', 'lornabrennan')",0.0,0.0,9,0.0,0,5,3,3,11,29,1.0,0.6666666666666666,0
"('sarahnovosel', 'shelleycorman')",0.9102392266268373,0.25,6,0.3333333333333333,1,2,3,2,11,5,0.6666666666666666,0.0,0
"('marcusnettelton', 'sallybeck')",0.0,0.0,14,0.0,0,4,2,7,6,88,0.0,0.047619047619047616,0
"('laureladams', 'russelldiamond')",0.6569174775061022,0.2,27,0.09523809523809523,2,2,3,9,70,103,0.6666666666666666,0.3333333333333333,0
"('anitadupont', 'samanthaboyd')",0.0,0.0,7,0.0,0,8,1,7,3,70,0.0,0.6190476190476191,0
"('tanajones', 'eldon')",0.0,0.0,42,0.0,0,3,21,2,425,14,0.1523809523809524,1.0,0
"('johnarnold', 'sheilaglover')",0.3284587387530511,0.05263157894736842,91,0.047619047619047616,1,2,13,7,91,64,0.11538461538461539,0.19047619047619047,0
"('marcusnettelton', 'danadavis')",0.3284587387530511,0.5,2,0.047619047619047616,1,2,2,1,6,2,0.0,0.0,0
"('suzanneadams', 'info')",0.45511961331341866,0.5,2,0.1111111111111111,1,2,2,1,159,3,1.0,0.0,0
"('sallybeck', 'stuartzisman')",0.0,0.0,35,0.0,0,3,7,5,88,32,0.047619047619047616,0.8,0
"('vkaminski', 'andyzipper')",0.0,0.0,3,0.0,0,-1,1,3,12,11,0.0,1.0,0
"('chrisabel', 'elizabethlinnell')",0.0,0.0,1,0.0,0,5,1,1,3,8,0.0,0.0,0
"('lornabrennan', 'torikuykendall')",0.0,0.0,6,0.0,0,6,3,2,29,13,0.6666666666666666,1.0,0
"('shonawilson', 'chrisgermany')",0.0,0.0,2,0.0,0,-1,2,1,50,27,1.0,0.0,0
"('suzanneadams', 'tanajones')",0.0,0.0,42,0.0,0,3,2,21,159,425,1.0,0.1523809523809524,0
"('keithholst', 'lornabrennan')",0.0,0.0,3,0.0,0,6,1,3,4,29,0.0,0.6666666666666666,0
"('richardcausey', 'torikuykendall')",0.0,0.0,2,0.0,0,4,1,2,4,13,0.0,1.0,0
"('eldon', 'michellelokay')",0.0,0.0,8,0.0,0,3,2,4,14,28,1.0,0.5,0
"('errolmclaughlin', 'johnambler')",0.0,0.0,1,0.0,0,-1,1,1,4,3,0.0,0.0,0
"('victorlamadrid', 'mikemaggi')",0.0,0.0,1,0.0,0,-1,1,1,27,12,0.0,0.0,0
"('arsystem', 'vkaminski')",0.0,0.0,1,0.0,0,-1,1,1,3,12,0.0,0.0,0
"('johnambler', 'tanyarohauer')",0.0,0.0,4,0.0,0,-1,1,4,3,40,0.0,0.6666666666666666,0
"('louisekitchen', 'jayreitmeyer')",0.0,0.0,3,0.0,0,4,3,1,13,12,1.0,0.0,0
"('scottneal', 'vkaminski')",0.0,0.0,2,0.0,0,-1,2,1,16,12,1.0,0.0,0
"('ziminlu', 'russelldiamond')",0.0,0.0,27,0.0,0,6,3,9,21,103,0.0,0.3333333333333333,0
"('marieheard', 'nancysellers')",0.0,0.0,6,0.0,0,4,2,3,20,56,1.0,1.0,0
"('matthewlenhart', 'gregjohnston')",0.0,0.0,15,0.0,0,4,5,3,108,82,0.2,1.0,0
"('richardcausey', 'debraperlingiere')",0.0,0.0,3,0.0,0,5,1,3,4,49,0.0,0.3333333333333333,0
"('laureladams', 'pattisullivan')",0.0,0.0,3,0.0,0,4,3,1,70,3,0.6666666666666666,0.0,0
"('karendenne', 'shonawilson')",0.0,0.0,2,0.0,0,5,1,2,12,50,0.0,1.0,0
"('wescolwell', 'lornabrennan')",0.0,0.0,6,0.0,0,5,2,3,8,29,0.0,0.6666666666666666,0
"('elizabethlinnell', 'frankermis')",0.0,0.0,2,0.0,0,5,1,2,8,7,0.0,1.0,0
"('matthewlenhart', 'kaynecoulter')",0.0,0.0,5,0.0,0,-1,5,1,108,15,0.2,0.0,0
"('paulkaufman', 'davidbaumbach')",0.0,0.0,2,0.0,0,7,2,1,66,8,1.0,0.0,0
"('ericbass', 'scottneal')",0.0,0.0,4,0.0,0,5,2,2,90,16,0.0,1.0,0
"('davidoxley', 'kennethlay')",0.0,0.0,1,0.0,0,-1,1,1,45,3,0.0,0.0,0
"('marcusnettelton', 'dutchquigley')",0.0,0.0,2,0.0,0,3,2,1,6,4,0.0,0.0,0
"('cameron', 'johnambler')",0.0,0.0,4,0.0,0,-1,4,1,50,3,0.6666666666666666,0.0,0
"('kevinhyatt', 'debraperlingiere')",0.0,0.0,21,0.0,0,5,7,3,43,49,0.3333333333333333,0.3333333333333333,0
"('lisamellencamp', 'sheilatweed')",0.0,0.0,12,0.0,0,3,6,2,38,117,0.4666666666666667,1.0,0
"('shonawilson', 'frankermis')",0.0,0.0,4,0.0,0,4,2,2,50,7,1.0,1.0,0
"('ericbass', 'dutchquigley')",0.0,0.0,2,0.0,0,5,2,1,90,4,0.0,0.0,0
"('johnlavorato', 'chrisgermany')",0.0,0.0,12,0.0,0,-1,12,1,135,27,0.10606060606060606,0.0,0
"('sheilatweed', 'lisamellencamp')",0.0,0.0,12,0.0,0,3,2,6,117,38,1.0,0.4666666666666667,0
"('peterkeohane', 'psellers')",0.0,0.0,21,0.0,0,4,7,3,84,10,0.3333333333333333,1.0,0
"('lauraluce', 'rickbuy')",0.0,0.0,2,0.0,0,5,1,2,26,20,0.0,1.0,0
"('lesliereeves', 'wescolwell')",0.0,0.0,2,0.0,0,3,1,2,8,8,0.0,0.0,0
"('stephaniepanus', 'lorrainelindberg')",0.0,0.0,42,0.0,0,5,7,6,66,29,0.5714285714285714,0.3333333333333333,0
"('shelleycorman', 'errolmclaughlin')",0.0,0.0,2,0.0,0,6,2,1,5,4,0.0,0.0,0
"('jeffdasovich', 'amyfitzpatrick')",0.0,0.0,14,0.0,0,-1,14,1,251,2,0.07692307692307693,0.0,0
"('michellecash', 'mikemaggi')",0.0,0.0,1,0.0,0,-1,1,1,2,12,0.0,0.0,0
"('richardshapiro', 'davidoxley')",0.0,0.0,3,0.0,0,4,3,1,67,45,0.3333333333333333,0.0,0
"('sarashackleton', 'mikegrigsby')",0.0,0.0,168,0.0,0,3,21,8,540,43,0.20952380952380953,0.07142857142857142,0
"('robertbadeer', 'drewfossum')",0.3789231816899512,0.2,5,0.07142857142857142,1,2,1,5,2,29,0.0,0.3,0
"('brenthendry', 'johnlavorato')",0.0,0.0,60,0.0,0,3,5,12,105,135,0.7,0.10606060606060606,0
