edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,deg_u,deg_v,wdeg_u,wdeg_v,clustering_u,clustering_v,label
"('davidport', 'shonawilson')",0.0,0.0,8,0.0,0,4,2,4,6,10,0.0,0.3333333333333333,1
"('davidport', 'gregwhalley')",0.7213475204444817,0.1111111111111111,16,0.25,1,2,2,8,6,19,0.0,0.21428571428571427,1
"('davidport', 'sheilaglover')",0.0,0.0,6,0.0,0,4,2,3,6,32,0.0,0.0,1
"('davidport', 'rodhayslett')",0.0,0.0,2,0.0,0,5,2,1,6,5,0.0,0.0,1
"('shonawilson', 'rickbuy')",0.0,0.0,16,0.0,0,3,4,4,10,6,0.3333333333333333,0.0,1
"('shonawilson', 'davidport')",0.0,0.0,8,0.0,0,4,4,2,10,6,0.3333333333333333,0.0,1
"('jayreitmeyer', 'torikuykendall')",0.4170323914242463,0.25,6,0.09090909090909091,1,2,2,3,13,42,1.0,0.3333333333333333,1
"('alanaronowitz', 'robertfrank')",0.0,0.0,2,0.0,0,5,2,1,42,10,1.0,0.0,1
"('alanaronowitz', 'travismccullough')",0.0,0.0,6,0.0,0,3,2,3,42,8,1.0,0.3333333333333333,1
"('markkoenig', 'karendenne')",0.0,0.0,3,0.0,0,3,1,3,1,117,0.0,0.6666666666666666,1
"('timbelden', 'richardshapiro')",1.2795085996956923,0.2222222222222222,28,0.39999999999999997,2,2,7,4,22,147,0.14285714285714285,0.5,1
"('timbelden', 'davidoxley')",0.7687944269412312,0.2222222222222222,28,0.14835164835164835,2,2,7,4,22,11,0.14285714285714285,0.6666666666666666,1
"('timbelden', 'gregwhalley')",1.1112187656957617,0.15384615384615385,56,0.3269230769230769,2,2,7,8,22,19,0.14285714285714285,0.21428571428571427,1
"('timbelden', 'travismccullough')",0.3789231816899512,0.1111111111111111,21,0.07142857142857142,1,2,7,3,22,8,0.14285714285714285,0.3333333333333333,1
"('timbelden', 'sarahnovosel')",0.36926937306885504,0.14285714285714285,7,0.06666666666666667,1,2,7,1,22,10,0.14285714285714285,0.0,1
"('timbelden', 'elizabethsager')",0.9102392266268373,0.058823529411764705,77,0.3333333333333333,1,2,7,11,22,52,0.14285714285714285,0.10909090909090909,1
"('robertfrank', 'richardshapiro')",0.36926937306885504,0.25,4,0.06666666666666667,1,2,1,4,10,147,0.0,0.5,1
"('robertfrank', 'alanaronowitz')",0.0,0.0,2,0.0,0,5,1,2,10,42,0.0,1.0,1
"('wescolwell', 'davidoxley')",0.3789231816899512,0.2,8,0.07142857142857142,1,2,2,4,3,11,0.0,0.6666666666666666,1
"('wescolwell', 'sallybeck')",0.3789231816899512,0.1111111111111111,16,0.07142857142857142,1,2,2,8,3,48,0.0,0.21428571428571427,1
"('matthewlenhart', 'inarangel')",1.3272716180510837,0.25,24,0.4242424242424242,2,2,4,6,42,31,0.3333333333333333,0.3333333333333333,1
"('brenthendry', 'peterkeohane')",0.7405478445729188,0.18181818181818182,42,0.13636363636363635,2,2,6,7,46,35,0.7333333333333333,0.3333333333333333,1
"('barrytycholiz', 'johnlavorato')",0.4170323914242463,0.06666666666666667,39,0.09090909090909091,1,2,3,13,23,53,0.0,0.15384615384615385,1
"('barrytycholiz', 'davidoxley')",0.0,0.0,12,0.0,0,3,3,4,23,11,0.0,0.6666666666666666,1
"('barrytycholiz', 'tanyarohauer')",0.0,0.0,18,0.0,0,3,3,6,23,26,0.0,0.8,1
"('edwardsacks', 'kaymann')",0.0,0.0,30,0.0,0,3,6,5,16,248,0.5333333333333333,0.0,1
"('davidoxley', 'rickbuy')",0.48089834696298783,0.14285714285714285,16,0.125,1,2,4,4,11,6,0.6666666666666666,0.0,1
"('davidoxley', 'timbelden')",0.7687944269412312,0.2222222222222222,28,0.14835164835164835,2,2,4,7,11,22,0.6666666666666666,0.14285714285714285,1
"('davidoxley', 'wescolwell')",0.3789231816899512,0.2,8,0.07142857142857142,1,2,4,2,11,3,0.6666666666666666,0.0,1
"('davidoxley', 'barrytycholiz')",0.0,0.0,12,0.0,0,3,4,3,11,23,0.6666666666666666,0.0,1
"('gregwhalley', 'richardshapiro')",0.0,0.0,32,0.0,0,4,8,4,19,147,0.21428571428571427,0.5,1
"('gregwhalley', 'davidport')",0.7213475204444817,0.1111111111111111,16,0.25,1,2,8,2,19,6,0.21428571428571427,0.0,1
"('gregwhalley', 'timbelden')",1.1112187656957617,0.15384615384615385,56,0.3269230769230769,2,2,8,7,19,22,0.21428571428571427,0.14285714285714285,1
"('gregwhalley', 'louisekitchen')",2.1060154550285004,0.2222222222222222,112,0.5947802197802198,4,2,8,14,19,79,0.21428571428571427,0.0989010989010989,1
"('michellelokay', 'drewfossum')",1.2426698691192237,0.25,25,0.4,2,2,5,5,20,31,0.7,0.1,1
"('victorlamadrid', 'pattisullivan')",0.0,0.0,2,0.0,0,-1,1,2,2,16,0.0,1.0,1
"('johngriffith', 'inarangel')",1.4683498531780845,0.3333333333333333,12,0.5,2,2,2,6,8,31,0.0,0.3333333333333333,1
"('johngriffith', 'johnarnold')",1.4683498531780845,0.2,20,0.5,2,2,2,10,8,98,0.0,0.17777777777777778,1
"('travismccullough', 'kaymann')",0.0,0.0,15,0.0,0,3,3,5,8,248,0.3333333333333333,0.0,1
"('travismccullough', 'alanaronowitz')",0.0,0.0,6,0.0,0,3,3,2,8,42,0.3333333333333333,1.0,1
"('travismccullough', 'timbelden')",0.3789231816899512,0.1111111111111111,21,0.07142857142857142,1,2,3,7,8,22,0.3333333333333333,0.14285714285714285,1
"('travismccullough', 'tanajones')",0.7959555731141975,0.08695652173913043,66,0.16233766233766234,2,2,3,22,8,386,0.3333333333333333,0.17316017316017315,1
"('sarahnovosel', 'richardshapiro')",0.36926937306885504,0.25,4,0.06666666666666667,1,2,1,4,10,147,0.0,0.5,1
"('sarahnovosel', 'timbelden')",0.36926937306885504,0.14285714285714285,7,0.06666666666666667,1,2,1,7,10,22,0.0,0.14285714285714285,1
"('sarahnovosel', 'elizabethsager')",0.0,0.0,11,0.0,0,3,1,11,10,52,0.0,0.10909090909090909,1
"('sarahnovosel', 'joehartsoe')",0.36926937306885504,0.5,2,0.06666666666666667,1,2,1,2,10,17,0.0,1.0,1
"('garyhickerson', 'sallybeck')",0.48089834696298783,0.1,24,0.125,1,2,3,8,14,48,0.3333333333333333,0.21428571428571427,1
"('andyzipper', 'johnlavorato')",0.3789231816899512,0.07142857142857142,26,0.07142857142857142,1,2,2,13,11,53,1.0,0.15384615384615385,1
"('andyzipper', 'davidforster')",0.0,0.0,2,0.0,0,4,2,1,11,3,1.0,0.0,1
"('andyzipper', 'sallybeck')",0.3789231816899512,0.1111111111111111,16,0.07142857142857142,1,2,2,8,11,48,1.0,0.21428571428571427,1
"('davidforster', 'andyzipper')",0.0,0.0,2,0.0,0,4,1,2,3,11,0.0,1.0,1
"('davidforster', 'johnarnold')",0.0,0.0,10,0.0,0,3,1,10,3,98,0.0,0.17777777777777778,1
"('errolmclaughlin', 'kamkeiser')",0.0,0.0,3,0.0,0,-1,3,1,25,2,0.3333333333333333,0.0,1
"('rosaleefleming', 'info')",0.0,0.0,1,0.0,0,-1,1,1,2,10,0.0,0.0,1
"('torikuykendall', 'keithholst')",0.4170323914242463,0.25,6,0.09090909090909091,1,2,3,2,42,18,0.3333333333333333,1.0,1
"('torikuykendall', 'jayreitmeyer')",0.4170323914242463,0.25,6,0.09090909090909091,1,2,3,2,42,13,0.3333333333333333,1.0,1
"('torikuykendall', 'inarangel')",0.4170323914242463,0.125,18,0.09090909090909091,1,2,3,6,42,31,0.3333333333333333,0.3333333333333333,1
"('kennethlay', 'jamesderrick')",0.0,0.0,3,0.0,0,4,1,3,1,5,0.0,0.0,1
"('lorrainelindberg', 'audreyrobertson')",1.2426698691192237,0.4,10,0.4,2,2,5,2,11,4,0.7,0.0,1
"('sheilaglover', 'davidport')",0.0,0.0,6,0.0,0,4,3,2,32,6,0.0,0.0,1
"('geraldnemec', 'lisamellencamp')",0.0,0.0,24,0.0,0,3,6,4,66,13,0.13333333333333333,0.3333333333333333,1
"('geraldnemec', 'tanyarohauer')",0.5138983423697507,0.09090909090909091,36,0.14285714285714285,1,2,6,6,66,26,0.13333333333333333,0.8,1
"('geraldnemec', 'christianyoder')",0.0,0.0,18,0.0,0,3,6,3,66,19,0.13333333333333333,0.3333333333333333,1
"('stewartrosman', 'elizabethsager')",0.0,0.0,11,0.0,0,3,1,11,10,52,0.0,0.10909090909090909,1
"('inarangel', 'scottneal')",0.0,0.0,12,0.0,0,3,6,2,31,7,0.3333333333333333,0.0,1
"('inarangel', 'matthewlenhart')",1.3272716180510837,0.25,24,0.4242424242424242,2,2,6,4,31,42,0.3333333333333333,0.3333333333333333,1
"('inarangel', 'johngriffith')",1.4683498531780845,0.3333333333333333,12,0.5,2,2,6,2,31,8,0.3333333333333333,0.0,1
"('inarangel', 'torikuykendall')",0.4170323914242463,0.125,18,0.09090909090909091,1,2,6,3,31,42,0.3333333333333333,0.3333333333333333,1
"('sarashackleton', 'stephaniesever')",0.32351545314867247,0.0625,30,0.045454545454545456,1,2,15,2,234,42,0.29523809523809524,0.0,1
"('sarashackleton', 'juliamurray')",0.0,0.0,15,0.0,0,3,15,1,234,2,0.29523809523809524,0.0,1
"('sarashackleton', 'peterkeohane')",1.9757937073871512,0.2222222222222222,105,0.5292207792207793,4,2,15,7,234,35,0.29523809523809524,0.3333333333333333,1
"('johnarnold', 'chrisabel')",0.0,0.0,20,0.0,0,3,10,2,98,2,0.17777777777777778,1.0,1
"('johnarnold', 'johngriffith')",1.4683498531780845,0.2,20,0.5,2,2,10,2,98,8,0.17777777777777778,0.0,1
"('johnarnold', 'davidforster')",0.0,0.0,10,0.0,0,3,10,1,98,3,0.17777777777777778,0.0,1
"('lisamellencamp', 'sheilatweed')",0.6213349345596119,0.2,8,0.2,1,2,4,2,13,82,0.3333333333333333,0.0,1
"('lisamellencamp', 'rickbuy')",0.0,0.0,16,0.0,0,4,4,4,13,6,0.3333333333333333,0.0,1
"('lisamellencamp', 'jamesderrick')",0.0,0.0,12,0.0,0,3,4,3,13,5,0.3333333333333333,0.0,1
"('lisamellencamp', 'geraldnemec')",0.0,0.0,24,0.0,0,3,4,6,13,66,0.3333333333333333,0.13333333333333333,1
"('lisamellencamp', 'drewfossum')",0.0,0.0,20,0.0,0,4,4,5,13,31,0.3333333333333333,0.1,1
"('mikegrigsby', 'robertbadeer')",0.0,0.0,11,0.0,0,3,11,1,120,2,0.12727272727272726,0.0,1
"('mikegrigsby', 'louisekitchen')",0.3898712452512801,0.041666666666666664,154,0.07692307692307693,1,2,11,14,120,79,0.12727272727272726,0.0989010989010989,1
"('tanyarohauer', 'barrytycholiz')",0.0,0.0,18,0.0,0,3,6,3,26,23,0.8,0.0,1
"('tanyarohauer', 'geraldnemec')",0.5138983423697507,0.09090909090909091,36,0.14285714285714285,1,2,6,6,26,66,0.8,0.13333333333333333,1
"('tanyarohauer', 'elizabethsager')",0.32351545314867247,0.0625,66,0.045454545454545456,1,2,6,11,26,52,0.8,0.10909090909090909,1
"('tanyarohauer', 'gregjohnston')",0.6927848262175276,0.25,24,0.11212121212121212,2,2,6,4,26,22,0.8,0.8333333333333334,1
"('tanyarohauer', 'sallybeck')",0.0,0.0,48,0.0,0,3,6,8,26,48,0.8,0.21428571428571427,1
"('drewfossum', 'tklohman')",0.6213349345596119,0.125,20,0.2,1,2,5,4,31,8,0.1,1.0,1
"('drewfossum', 'jamesderrick')",0.0,0.0,15,0.0,0,5,5,3,31,5,0.1,0.0,1
"('drewfossum', 'michellelokay')",1.2426698691192237,0.25,25,0.4,2,2,5,5,31,20,0.1,0.7,1
"('drewfossum', 'lisamellencamp')",0.0,0.0,20,0.0,0,4,5,4,31,13,0.1,0.3333333333333333,1
"('stephaniesever', 'sarashackleton')",0.32351545314867247,0.0625,30,0.045454545454545456,1,2,2,15,42,234,0.0,0.29523809523809524,1
"('christianyoder', 'geraldnemec')",0.0,0.0,18,0.0,0,3,3,6,19,66,0.3333333333333333,0.13333333333333333,1
"('rodhayslett', 'stevenharris')",0.6213349345596119,0.2,5,0.2,1,2,1,5,5,20,0.0,0.2,1
"('rodhayslett', 'davidport')",0.0,0.0,2,0.0,0,5,1,2,5,6,0.0,0.0,1
"('audreyrobertson', 'kevinhyatt')",0.6213349345596119,0.16666666666666666,10,0.2,1,2,2,5,4,20,0.0,0.6,1
"('audreyrobertson', 'lorrainelindberg')",1.2426698691192237,0.4,10,0.4,2,2,2,5,4,11,0.0,0.7,1
"('janetdietrich', 'rickbuy')",0.0,0.0,4,0.0,0,3,1,4,6,6,0.0,0.0,1
"('cindyolson', 'sallybeck')",0.3789231816899512,0.1111111111111111,16,0.07142857142857142,1,2,2,8,3,48,1.0,0.21428571428571427,1
"('karendenne', 'paulkaufman')",1.0906168935133367,0.6666666666666666,6,0.31666666666666665,2,2,3,2,117,108,0.6666666666666666,1.0,1
"('karendenne', 'markkoenig')",0.0,0.0,3,0.0,0,3,3,1,117,1,0.6666666666666666,0.0,1
"('elizabethsager', 'kaymann')",2.541825973698156,0.23076923076923078,55,0.9166666666666666,3,2,11,5,52,248,0.10909090909090909,0.0,1
"('elizabethsager', 'timbelden')",0.9102392266268373,0.058823529411764705,77,0.3333333333333333,1,2,11,7,52,22,0.10909090909090909,0.14285714285714285,1
"('elizabethsager', 'sarahnovosel')",0.0,0.0,11,0.0,0,3,11,1,52,10,0.10909090909090909,0.0,1
"('elizabethsager', 'stewartrosman')",0.0,0.0,11,0.0,0,3,11,1,52,10,0.10909090909090909,0.0,1
"('elizabethsager', 'tanyarohauer')",0.32351545314867247,0.0625,66,0.045454545454545456,1,2,11,6,52,26,0.10909090909090909,0.8,1
"('elizabethsager', 'gregjohnston')",1.2544461869426695,0.25,44,0.2792207792207792,3,2,11,4,52,22,0.10909090909090909,0.8333333333333334,1
"('chrisgermany', 'scottneal')",0.0,0.0,4,0.0,0,-1,2,2,4,7,0.0,0.0,1
"('marycook', 'marieheard')",0.6927848262175276,0.18181818181818182,22,0.11212121212121212,2,2,11,2,110,10,0.45454545454545453,1.0,1
"('joehartsoe', 'sarahnovosel')",0.36926937306885504,0.5,2,0.06666666666666667,1,2,2,1,17,10,1.0,0.0,1
"('tanajones', 'travismccullough')",0.7959555731141975,0.08695652173913043,66,0.16233766233766234,2,2,22,3,386,8,0.17316017316017315,0.3333333333333333,1
"('arsystem', 'louisekitchen')",0.32351545314867247,0.0625,42,0.045454545454545456,1,2,3,14,53,79,0.0,0.0989010989010989,1
"('arsystem', 'sallybeck')",0.0,0.0,24,0.0,0,3,3,8,53,48,0.0,0.21428571428571427,1
"('juliamurray', 'sarashackleton')",0.0,0.0,15,0.0,0,3,1,15,2,234,0.0,0.29523809523809524,1
"('robmilnthorp', 'peterkeohane')",0.0,0.0,7,0.0,0,3,1,7,1,35,0.0,0.3333333333333333,1
"('debraperlingiere', 'stuartzisman')",0.0,0.0,12,0.0,0,3,4,3,66,31,0.3333333333333333,0.0,1
"('robertbadeer', 'mikegrigsby')",0.0,0.0,11,0.0,0,3,1,11,2,120,0.0,0.12727272727272726,1
"('louisekitchen', 'richardshapiro')",0.0,0.0,56,0.0,0,3,14,4,79,147,0.0989010989010989,0.5,1
"('louisekitchen', 'stuartzisman')",0.0,0.0,42,0.0,0,3,14,3,79,31,0.0989010989010989,0.0,1
"('louisekitchen', 'gregwhalley')",2.1060154550285004,0.2222222222222222,112,0.5947802197802198,4,2,14,8,79,19,0.0989010989010989,0.21428571428571427,1
"('louisekitchen', 'mikegrigsby')",0.3898712452512801,0.041666666666666664,154,0.07692307692307693,1,2,14,11,79,120,0.0989010989010989,0.12727272727272726,1
"('louisekitchen', 'arsystem')",0.32351545314867247,0.0625,42,0.045454545454545456,1,2,14,3,79,53,0.0989010989010989,0.0,1
"('gregjohnston', 'tanyarohauer')",0.6927848262175276,0.25,24,0.11212121212121212,2,2,4,6,22,26,0.8333333333333334,0.8,1
"('gregjohnston', 'elizabethsager')",1.2544461869426695,0.25,44,0.2792207792207792,3,2,4,11,22,52,0.8333333333333334,0.10909090909090909,1
"('kamkeiser', 'davidbaumbach')",0.0,0.0,1,0.0,0,-1,1,1,2,3,0.0,0.0,1
"('kamkeiser', 'errolmclaughlin')",0.0,0.0,3,0.0,0,-1,1,3,2,25,0.0,0.3333333333333333,1
"('sallybeck', 'rickbuy')",0.48089834696298783,0.09090909090909091,32,0.125,1,2,8,4,48,6,0.21428571428571427,0.0,1
"('sallybeck', 'wescolwell')",0.3789231816899512,0.1111111111111111,16,0.07142857142857142,1,2,8,2,48,3,0.21428571428571427,0.0,1
"('sallybeck', 'garyhickerson')",0.48089834696298783,0.1,24,0.125,1,2,8,3,48,14,0.21428571428571427,0.3333333333333333,1
"('sallybeck', 'andyzipper')",0.3789231816899512,0.1111111111111111,16,0.07142857142857142,1,2,8,2,48,11,0.21428571428571427,1.0,1
"('sallybeck', 'tanyarohauer')",0.0,0.0,48,0.0,0,3,8,6,48,26,0.21428571428571427,0.8,1
"('sallybeck', 'cindyolson')",0.3789231816899512,0.1111111111111111,16,0.07142857142857142,1,2,8,2,48,3,0.21428571428571427,1.0,1
"('sallybeck', 'arsystem')",0.0,0.0,24,0.0,0,3,8,3,48,53,0.21428571428571427,0.0,1
"('peterkeohane', 'johnlavorato')",0.0,0.0,91,0.0,0,3,7,13,35,53,0.3333333333333333,0.15384615384615385,1
"('peterkeohane', 'brenthendry')",0.7405478445729188,0.18181818181818182,42,0.13636363636363635,2,2,7,6,35,46,0.3333333333333333,0.7333333333333333,1
"('peterkeohane', 'sarashackleton')",1.9757937073871512,0.2222222222222222,105,0.5292207792207793,4,2,7,15,35,234,0.3333333333333333,0.29523809523809524,1
"('peterkeohane', 'robmilnthorp')",0.0,0.0,7,0.0,0,3,7,1,35,1,0.3333333333333333,0.0,1
"('kaymann', 'andyzipper')",0.0,0.0,10,0.0,0,4,5,2,248,11,0.0,1.0,0
"('chrisabel', 'paulkaufman')",0.0,0.0,4,0.0,0,5,2,2,2,108,1.0,1.0,0
"('psellers', 'cindyolson')",0.0,0.0,6,0.0,0,4,3,2,10,3,1.0,1.0,0
"('eldon', 'scottneal')",0.0,0.0,8,0.0,0,4,4,2,28,7,0.6666666666666666,0.0,0
"('wescolwell', 'davidport')",0.0,0.0,4,0.0,0,4,2,2,3,6,0.0,0.0,0
"('inarangel', 'louisekitchen')",0.0,0.0,84,0.0,0,3,6,14,31,79,0.3333333333333333,0.0989010989010989,0
"('info', 'nancysellers')",0.0,0.0,2,0.0,0,-1,1,2,10,34,0.0,1.0,0
"('matthewlenhart', 'audreyrobertson')",0.0,0.0,8,0.0,0,6,4,2,42,4,0.3333333333333333,0.0,0
"('sarahnovosel', 'brenthendry')",0.0,0.0,6,0.0,0,5,1,6,10,46,0.0,0.7333333333333333,0
"('shonawilson', 'markkoenig')",0.0,0.0,4,0.0,0,4,4,1,10,1,0.3333333333333333,0.0,0
"('lauraluce', 'michellelokay')",0.0,0.0,10,0.0,0,6,2,5,12,20,1.0,0.7,0
"('geraldnemec', 'chrisabel')",0.0,0.0,12,0.0,0,5,6,2,66,2,0.13333333333333333,1.0,0
"('davidoxley', 'mikemaggi')",0.0,0.0,12,0.0,0,3,4,3,11,25,0.6666666666666666,0.3333333333333333,0
"('edwardsacks', 'jayreitmeyer')",0.0,0.0,12,0.0,0,4,6,2,16,13,0.5333333333333333,1.0,0
"('ericbass', 'dutchquigley')",0.0,0.0,12,0.0,0,4,2,6,24,32,0.0,0.2,0
"('debraperlingiere', 'christianyoder')",0.0,0.0,12,0.0,0,3,4,3,66,19,0.3333333333333333,0.3333333333333333,0
"('tklohman', 'wescolwell')",0.0,0.0,8,0.0,0,6,4,2,8,3,1.0,0.0,0
"('brenthendry', 'richardshapiro')",0.0,0.0,24,0.0,0,5,6,4,46,147,0.7333333333333333,0.5,0
"('shonawilson', 'lesliereeves')",0.48089834696298783,0.25,4,0.125,1,2,4,1,10,1,0.3333333333333333,0.0,0
"('tanajones', 'davidport')",0.0,0.0,44,0.0,0,4,22,2,386,6,0.17316017316017315,0.0,0
"('info', 'paulkaufman')",0.0,0.0,2,0.0,0,-1,1,2,10,108,0.0,1.0,0
"('nancysellers', 'joehartsoe')",0.36926937306885504,0.3333333333333333,4,0.06666666666666667,1,2,2,2,34,17,1.0,1.0,0
"('arsystem', 'shirleycrenshaw')",0.0,0.0,6,0.0,0,-1,3,2,53,6,0.0,0.0,0
"('alanaronowitz', 'psellers')",0.0,0.0,6,0.0,0,5,2,3,42,10,1.0,1.0,0
"('stewartrosman', 'lauraluce')",0.0,0.0,2,0.0,0,4,1,2,10,12,0.0,1.0,0
"('michellecash', 'stevenharris')",0.0,0.0,35,0.0,0,5,7,5,11,20,0.14285714285714285,0.2,0
"('juliamurray', 'edwardsacks')",0.0,0.0,6,0.0,0,3,1,6,2,16,0.0,0.5333333333333333,0
"('rosaleefleming', 'rodhayslett')",0.0,0.0,1,0.0,0,3,1,1,2,5,0.0,0.0,0
"('info', 'raymondbowen')",0.0,0.0,2,0.0,0,-1,1,2,10,3,0.0,1.0,0
"('brianredmond', 'stephaniesever')",0.0,0.0,6,0.0,0,3,3,2,28,42,1.0,0.0,0
"('robertfrank', 'vkamins')",0.0,0.0,1,0.0,0,-1,1,1,10,24,0.0,0.0,0
"('richardcausey', 'keithholst')",0.0,0.0,2,0.0,0,4,1,2,8,18,0.0,1.0,0
"('inarangel', 'rickbuy')",0.0,0.0,24,0.0,0,3,6,4,31,6,0.3333333333333333,0.0,0
"('davidoxley', 'edwardsacks')",0.0,0.0,24,0.0,0,3,4,6,11,16,0.6666666666666666,0.5333333333333333,0
"('pattisullivan', 'davidforster')",0.0,0.0,2,0.0,0,4,2,1,16,3,1.0,0.0,0
"('lindydonoho', 'chrisabel')",0.0,0.0,10,0.0,0,7,5,2,10,2,0.6,1.0,0
"('stephaniesever', 'shirleycrenshaw')",0.0,0.0,4,0.0,0,-1,2,2,42,6,0.0,0.0,0
"('torikuykendall', 'cheryljohnson')",0.0,0.0,6,0.0,0,3,3,2,42,48,0.3333333333333333,1.0,0
"('pattisullivan', 'dutchquigley')",0.0,0.0,12,0.0,0,3,2,6,16,32,1.0,0.2,0
"('laureladams', 'cameron')",0.0,0.0,18,0.0,0,5,6,3,86,34,0.7333333333333333,1.0,0
