edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('chrisgaskill', 'mikegrigsby')",0.0,0.0,12,0.0,0,3,2,-0.6666666666666666,-0.125,1
"('chrisgaskill', 'andyzipper')",0.0,0.0,8,0.0,0,3,0,-0.6666666666666666,-0.13333333333333336,1
"('chrisgaskill', 'louisekitchen')",0.45511961331341866,0.038461538461538464,50,0.1111111111111111,1,2,0,-0.6666666666666666,-0.019275362318840583,1
"('chrisgaskill', 'johnlavorato')",0.0,0.0,18,0.0,0,3,1,-0.6666666666666666,0.05982905982905984,1
"('scottneal', 'mikegrigsby')",0.0,0.0,24,0.0,0,4,2,-0.5,-0.125,1
"('scottneal', 'victorlamadrid')",0.0,0.0,4,0.0,0,-1,1,-0.5,0.0,1
"('scottneal', 'tanyarohauer')",0.0,0.0,24,0.0,0,4,0,-0.5,-0.380952380952381,1
"('scottneal', 'chrisgermany')",0.0,0.0,4,0.0,0,-1,0,-0.5,0.0,1
"('scottneal', 'barrytycholiz')",0.0,0.0,24,0.0,0,5,0,-0.5,-0.06666666666666667,1
"('scottneal', 'arsystem')",0.0,0.0,24,0.0,0,4,0,-0.5,0.26666666666666666,1
"('scottneal', 'inarangel')",0.0,0.0,24,0.0,0,3,1,-0.5,-0.24444444444444446,1
"('scottneal', 'davidforster')",0.0,0.0,20,0.0,0,4,0,-0.5,-0.36666666666666664,1
"('scottneal', 'louisekitchen')",0.0,0.0,100,0.0,0,3,0,-0.5,-0.019275362318840583,1
"('sheilaglover', 'tanyarohauer')",0.40242960438184466,0.1111111111111111,24,0.08333333333333333,1,2,1,-0.8333333333333334,-0.380952380952381,1
"('sheilaglover', 'davidport')",0.5581106265512472,0.14285714285714285,16,0.16666666666666666,1,2,0,-0.8333333333333334,-0.13333333333333336,1
"('sheilaglover', 'laureladams')",0.40242960438184466,0.16666666666666666,12,0.08333333333333333,1,2,0,-0.8333333333333334,-0.5238095238095237,1
"('victorlamadrid', 'scottneal')",0.0,0.0,4,0.0,0,-1,1,0.0,-0.5,1
"('suzanneadams', 'sarashackleton')",0.0,0.0,36,0.0,0,3,0,0.3333333333333333,-0.23576423576423577,1
"('suzanneadams', 'alanaronowitz')",0.0,0.0,21,0.0,0,3,0,0.3333333333333333,-0.130952380952381,1
"('lorrainelindberg', 'kevinhyatt')",2.677940903703196,0.6,15,0.8928571428571428,3,2,1,-0.09999999999999998,-0.2857142857142857,1
"('lorrainelindberg', 'tklohman')",1.2352458628142324,0.3333333333333333,15,0.39285714285714285,2,2,2,-0.09999999999999998,-0.9333333333333333,1
"('lorrainelindberg', 'juliearmstrong')",0.0,0.0,20,0.0,0,3,2,-0.09999999999999998,-0.6333333333333334,1
"('janetdietrich', 'michellecash')",0.45511961331341866,0.07692307692307693,33,0.1111111111111111,1,2,0,-0.6666666666666666,0.05454545454545455,1
"('marcusnettelton', 'louisekitchen')",1.845124645270808,0.1,200,0.5833333333333334,3,2,0,-0.3238095238095238,-0.019275362318840583,1
"('frankermis', 'mikegrigsby')",1.4683498531780845,0.3333333333333333,12,0.5,2,2,2,-0.6666666666666666,-0.125,1
"('lesliereeves', 'shonawilson')",0.0,0.0,4,0.0,0,7,0,0.16666666666666666,-0.6666666666666666,1
"('lesliereeves', 'timbelden')",0.6636235911445671,0.2222222222222222,28,0.0988235294117647,2,2,0,0.16666666666666666,0.042857142857142844,1
"('lesliereeves', 'sallybeck')",0.31066746727980593,0.1111111111111111,24,0.04,1,2,2,0.16666666666666666,0.10476190476190475,1
"('info', 'lindydonoho')",0.0,0.0,20,0.0,0,3,0,0.05555555555555556,-0.40476190476190477,1
"('info', 'shelleycorman')",0.0,0.0,25,0.0,0,3,0,0.05555555555555556,-0.1,1
"('info', 'vkamins')",0.0,0.0,5,0.0,0,-1,1,0.05555555555555556,0.0,1
"('info', 'louisekitchen')",0.40242960438184466,0.034482758620689655,125,0.08333333333333333,1,2,0,0.05555555555555556,-0.019275362318840583,1
"('info', 'michellelokay')",0.7213475204444817,0.09090909090909091,35,0.25,1,2,0,0.05555555555555556,-0.7904761904761906,1
"('info', 'kamkeiser')",0.0,0.0,15,0.0,0,4,0,0.05555555555555556,0.0,1
"('info', 'sallybeck')",0.40242960438184466,0.1,30,0.08333333333333333,1,2,0,0.05555555555555556,0.10476190476190475,1
"('robmilnthorp', 'amyfitzpatrick')",0.31066746727980593,0.2,8,0.04,1,2,0,0.0,-0.5,1
"('robmilnthorp', 'barrytycholiz')",0.0,0.0,12,0.0,0,3,2,0.0,-0.06666666666666667,1
"('robmilnthorp', 'gregwhalley')",0.31066746727980593,0.2,8,0.04,1,2,0,0.0,0.33636363636363636,1
"('robmilnthorp', 'johnlavorato')",0.31066746727980593,0.1,18,0.04,1,2,2,0.0,0.05982905982905984,1
"('jeffdasovich', 'stevenharris')",0.5138983423697507,0.05263157894736842,68,0.14285714285714285,1,2,1,-0.044047619047619044,0.13636363636363635,1
"('stephaniesever', 'mikegrigsby')",0.0,0.0,12,0.0,0,3,0,-1.0,-0.125,1
"('stephaniesever', 'andyzipper')",0.0,0.0,8,0.0,0,3,0,-1.0,-0.13333333333333336,1
"('stephaniesever', 'kamkeiser')",0.0,0.0,6,0.0,0,3,1,-1.0,0.0,1
"('lindydonoho', 'info')",0.0,0.0,20,0.0,0,3,0,-0.40476190476190477,0.05555555555555556,1
"('lindydonoho', 'stevenharris')",1.3426824550040934,0.3333333333333333,16,0.45,2,2,2,-0.40476190476190477,0.13636363636363635,1
"('tklohman', 'audreyrobertson')",1.2352458628142324,0.4,12,0.39285714285714285,2,2,2,-0.9333333333333333,-0.2666666666666667,1
"('tklohman', 'kevinhyatt')",1.2352458628142324,0.5,9,0.39285714285714285,2,2,0,-0.9333333333333333,-0.2857142857142857,1
"('tklohman', 'lorrainelindberg')",1.2352458628142324,0.3333333333333333,15,0.39285714285714285,2,2,2,-0.9333333333333333,-0.09999999999999998,1
"('drewfossum', 'shelleycorman')",0.0,0.0,5,0.0,0,5,2,-0.25,-0.1,1
"('tanyarohauer', 'scottneal')",0.0,0.0,24,0.0,0,4,0,-0.380952380952381,-0.5,1
"('tanyarohauer', 'sheilaglover')",0.40242960438184466,0.1111111111111111,24,0.08333333333333333,1,2,1,-0.380952380952381,-0.8333333333333334,1
"('chrisgermany', 'scottneal')",0.0,0.0,4,0.0,0,-1,0,0.0,-0.5,1
"('davidoxley', 'amyfitzpatrick')",0.7276998587040522,0.18181818181818182,36,0.13090909090909092,2,2,0,-0.2111111111111111,-0.5,1
"('davidoxley', 'davidport')",0.31066746727980593,0.08333333333333333,36,0.04,1,2,0,-0.2111111111111111,-0.13333333333333336,1
"('davidoxley', 'davidforster')",0.31066746727980593,0.07692307692307693,45,0.04,1,2,0,-0.2111111111111111,-0.36666666666666664,1
"('davidoxley', 'timbelden')",0.7657870805932245,0.14285714285714285,63,0.1511111111111111,2,2,0,-0.2111111111111111,0.042857142857142844,1
"('davidoxley', 'wescolwell')",0.31066746727980593,0.08333333333333333,36,0.04,1,2,0,-0.2111111111111111,0.16666666666666666,1
"('davidoxley', 'sallybeck')",0.31066746727980593,0.07142857142857142,54,0.04,1,2,1,-0.2111111111111111,0.10476190476190475,1
"('shonawilson', 'lesliereeves')",0.0,0.0,4,0.0,0,7,0,-0.6666666666666666,0.16666666666666666,1
"('shonawilson', 'errolmclaughlin')",0.0,0.0,3,0.0,0,8,0,-0.6666666666666666,-0.16666666666666669,1
"('shonawilson', 'kamkeiser')",0.0,0.0,3,0.0,0,7,0,-0.6666666666666666,0.0,1
"('shonawilson', 'sallybeck')",0.0,0.0,6,0.0,0,8,2,-0.6666666666666666,0.10476190476190475,1
"('cheryljohnson', 'kamkeiser')",0.0,0.0,3,0.0,0,6,0,-0.8,0.0,1
"('stephaniepanus', 'samanthaboyd')",0.0,0.0,12,0.0,0,3,2,-0.3076923076923077,-0.8055555555555556,1
"('stephaniepanus', 'kaymann')",2.085573818752302,0.21052631578947367,144,0.5833333333333334,4,2,0,-0.3076923076923077,-0.09999999999999999,1
"('andyzipper', 'chrisgaskill')",0.0,0.0,8,0.0,0,3,0,-0.13333333333333336,-0.6666666666666666,1
"('andyzipper', 'stephaniesever')",0.0,0.0,8,0.0,0,3,0,-0.13333333333333336,-1.0,1
"('andyzipper', 'rickbuy')",0.31066746727980593,0.08333333333333333,36,0.04,1,2,0,-0.13333333333333336,-0.11666666666666668,1
"('andyzipper', 'davidforster')",0.31066746727980593,0.125,20,0.04,1,2,0,-0.13333333333333336,-0.36666666666666664,1
"('marieheard', 'susanbailey')",0.8575492176952633,0.2857142857142857,20,0.19444444444444442,2,2,2,-0.15294117647058825,-0.47777777777777786,1
"('marieheard', 'kaymann')",0.0,0.0,60,0.0,0,3,0,-0.15294117647058825,-0.09999999999999999,1
"('karendenne', 'markkoenig')",0.5581106265512472,0.25,6,0.16666666666666666,1,2,1,-0.2777777777777778,-0.5,1
"('karendenne', 'johnambler')",0.4170323914242463,0.16666666666666666,12,0.09090909090909091,1,2,0,-0.2777777777777778,0.6666666666666666,1
"('travismccullough', 'louisekitchen')",0.0,0.0,100,0.0,0,3,0,-0.8,-0.019275362318840583,1
"('richardcausey', 'sallybeck')",0.0,0.0,18,0.0,0,3,1,-0.2,0.10476190476190475,1
"('errolmclaughlin', 'shonawilson')",0.0,0.0,3,0.0,0,8,0,-0.16666666666666669,-0.6666666666666666,1
"('errolmclaughlin', 'laureladams')",0.0,0.0,9,0.0,0,5,0,-0.16666666666666669,-0.5238095238095237,1
"('errolmclaughlin', 'dutchquigley')",1.0764545478730305,0.2857142857142857,21,0.3111111111111111,2,2,0,-0.16666666666666669,-0.10000000000000003,1
"('sheilatweed', 'sarashackleton')",0.0,0.0,24,0.0,0,3,0,0.0,-0.23576423576423577,1
"('sheilatweed', 'lisamellencamp')",0.40242960438184466,0.1111111111111111,16,0.08333333333333333,1,2,1,0.0,-0.08571428571428572,1
"('sheilatweed', 'alanaronowitz')",0.4170323914242463,0.125,14,0.09090909090909091,1,2,0,0.0,-0.130952380952381,1
"('elizabethsager', 'alanaronowitz')",0.8833279513448324,0.11764705882352941,84,0.20833333333333331,2,2,0,-0.015151515151515138,-0.130952380952381,1
"('elizabethsager', 'marycook')",0.31066746727980593,0.06666666666666667,48,0.04,1,2,2,-0.015151515151515138,-0.02857142857142858,1
"('barrytycholiz', 'amyfitzpatrick')",0.0,0.0,24,0.0,0,3,0,-0.06666666666666667,-0.5,1
"('barrytycholiz', 'scottneal')",0.0,0.0,24,0.0,0,5,0,-0.06666666666666667,-0.5,1
"('barrytycholiz', 'robmilnthorp')",0.0,0.0,12,0.0,0,3,2,-0.06666666666666667,0.0,1
"('barrytycholiz', 'johnarnold')",0.0,0.0,54,0.0,0,3,0,-0.06666666666666667,-0.1338383838383838,1
"('barrytycholiz', 'inarangel')",0.5581106265512472,0.09090909090909091,36,0.16666666666666666,1,2,1,-0.06666666666666667,-0.24444444444444446,1
"('barrytycholiz', 'davidforster')",0.0,0.0,30,0.0,0,3,2,-0.06666666666666667,-0.36666666666666664,1
"('arsystem', 'scottneal')",0.0,0.0,24,0.0,0,4,0,0.26666666666666666,-0.5,1
"('arsystem', 'shelleycorman')",0.0,0.0,30,0.0,0,3,0,0.26666666666666666,-0.1,1
"('arsystem', 'kamkeiser')",0.0,0.0,18,0.0,0,3,0,0.26666666666666666,0.0,1
"('tanajones', 'sarashackleton')",2.0008056674402104,0.16666666666666666,108,0.6666666666666666,3,2,2,-0.2189542483660131,-0.23576423576423577,1
"('tanajones', 'alanaronowitz')",0.0,0.0,63,0.0,0,3,1,-0.2189542483660131,-0.130952380952381,1
"('brianredmond', 'amyfitzpatrick')",0.31066746727980593,0.1111111111111111,24,0.04,1,2,0,0.13333333333333333,-0.5,1
"('susanbailey', 'marieheard')",0.8575492176952633,0.2857142857142857,20,0.19444444444444442,2,2,2,-0.47777777777777786,-0.15294117647058825,1
"('susanbailey', 'lisamellencamp')",0.40242960438184466,0.09090909090909091,32,0.08333333333333333,1,2,0,-0.47777777777777786,-0.08571428571428572,1
"('susanbailey', 'kaymann')",0.0,0.0,48,0.0,0,3,0,-0.47777777777777786,-0.09999999999999999,1
"('susanbailey', 'alanaronowitz')",0.8048592087636893,0.2222222222222222,28,0.16666666666666666,2,2,0,-0.47777777777777786,-0.130952380952381,1
"('susanbailey', 'russelldiamond')",0.45511961331341866,0.2,8,0.1111111111111111,1,2,0,-0.47777777777777786,0.0,1
"('gregwhalley', 'robmilnthorp')",0.31066746727980593,0.2,8,0.04,1,2,0,0.33636363636363636,0.0,1
"('gregwhalley', 'johnlavorato')",2.208482121482188,0.4444444444444444,36,0.6511111111111111,4,2,2,0.33636363636363636,0.05982905982905984,1
"('gregwhalley', 'timbelden')",0.31066746727980593,0.1,28,0.04,1,2,0,0.33636363636363636,0.042857142857142844,1
"('gregwhalley', 'sallybeck')",0.31066746727980593,0.1111111111111111,24,0.04,1,2,1,0.33636363636363636,0.10476190476190475,1
"('stuartzisman', 'sarashackleton')",0.48089834696298783,0.07142857142857142,36,0.125,1,2,0,0.6666666666666666,-0.23576423576423577,1
"('stuartzisman', 'lisamellencamp')",0.40242960438184466,0.1,24,0.08333333333333333,1,2,0,0.6666666666666666,-0.08571428571428572,1
"('davidport', 'sheilaglover')",0.5581106265512472,0.14285714285714285,16,0.16666666666666666,1,2,0,-0.13333333333333336,-0.8333333333333334,1
"('davidport', 'davidoxley')",0.31066746727980593,0.08333333333333333,36,0.04,1,2,0,-0.13333333333333336,-0.2111111111111111,1
"('shelleycorman', 'info')",0.0,0.0,25,0.0,0,3,0,-0.1,0.05555555555555556,1
"('shelleycorman', 'drewfossum')",0.0,0.0,5,0.0,0,5,2,-0.1,-0.25,1
"('shelleycorman', 'arsystem')",0.0,0.0,30,0.0,0,3,0,-0.1,0.26666666666666666,1
"('laureladams', 'sheilaglover')",0.40242960438184466,0.16666666666666666,12,0.08333333333333333,1,2,0,-0.5238095238095237,-0.8333333333333334,1
"('laureladams', 'errolmclaughlin')",0.0,0.0,9,0.0,0,5,0,-0.5238095238095237,-0.16666666666666669,1
"('michellecash', 'janetdietrich')",0.45511961331341866,0.07692307692307693,33,0.1111111111111111,1,2,0,0.05454545454545455,-0.6666666666666666,1
"('markkoenig', 'karendenne')",0.5581106265512472,0.25,6,0.16666666666666666,1,2,1,-0.5,-0.2777777777777778,1
"('sarashackleton', 'samanthaboyd')",0.0,0.0,12,0.0,0,3,2,-0.23576423576423577,-0.8055555555555556,1
"('sarashackleton', 'suzanneadams')",0.0,0.0,36,0.0,0,3,0,-0.23576423576423577,0.3333333333333333,1
"('sarashackleton', 'sheilatweed')",0.0,0.0,24,0.0,0,3,0,-0.23576423576423577,0.0,1
"('sarashackleton', 'tanajones')",2.0008056674402104,0.16666666666666666,108,0.6666666666666666,3,2,2,-0.23576423576423577,-0.2189542483660131,1
"('sarashackleton', 'stuartzisman')",0.48089834696298783,0.07142857142857142,36,0.125,1,2,0,-0.23576423576423577,0.6666666666666666,1
"('sarashackleton', 'kaymann')",0.9617966939259757,0.09523809523809523,144,0.25,2,2,0,-0.23576423576423577,-0.09999999999999999,1
"('sarashackleton', 'russelldiamond')",0.48089834696298783,0.07692307692307693,24,0.125,1,2,0,-0.23576423576423577,0.0,1
"('johnarnold', 'barrytycholiz')",0.0,0.0,54,0.0,0,3,0,-0.1338383838383838,-0.06666666666666667,1
"('lisamellencamp', 'sheilatweed')",0.40242960438184466,0.1111111111111111,16,0.08333333333333333,1,2,1,-0.08571428571428572,0.0,1
"('lisamellencamp', 'susanbailey')",0.40242960438184466,0.09090909090909091,32,0.08333333333333333,1,2,0,-0.08571428571428572,-0.47777777777777786,1
"('lisamellencamp', 'stuartzisman')",0.40242960438184466,0.1,24,0.08333333333333333,1,2,0,-0.08571428571428572,0.6666666666666666,1
"('inarangel', 'lauraluce')",0.0,0.0,6,0.0,0,3,0,-0.24444444444444446,-1.0,1
"('inarangel', 'scottneal')",0.0,0.0,24,0.0,0,3,1,-0.24444444444444446,-0.5,1
"('inarangel', 'barrytycholiz')",0.5581106265512472,0.09090909090909091,36,0.16666666666666666,1,2,1,-0.24444444444444446,-0.06666666666666667,1
"('juliearmstrong', 'audreyrobertson')",0.0,0.0,16,0.0,0,3,2,-0.6333333333333334,-0.2666666666666667,1
"('juliearmstrong', 'kevinhyatt')",0.0,0.0,12,0.0,0,3,2,-0.6333333333333334,-0.2857142857142857,1
"('juliearmstrong', 'lorrainelindberg')",0.0,0.0,20,0.0,0,3,2,-0.6333333333333334,-0.09999999999999998,1
"('juliearmstrong', 'michellelokay')",1.531574161186449,0.2222222222222222,28,0.5333333333333333,2,2,2,-0.6333333333333334,-0.7904761904761906,1
"('juliearmstrong', 'stevenharris')",0.0,0.0,16,0.0,0,3,2,-0.6333333333333334,0.13636363636363635,1
"('kaymann', 'stephaniepanus')",2.085573818752302,0.21052631578947367,144,0.5833333333333334,4,2,0,-0.09999999999999999,-0.3076923076923077,1
"('kaymann', 'marieheard')",0.0,0.0,60,0.0,0,3,0,-0.09999999999999999,-0.15294117647058825,1
"('kaymann', 'susanbailey')",0.0,0.0,48,0.0,0,3,0,-0.09999999999999999,-0.47777777777777786,1
"('kaymann', 'sarashackleton')",0.9617966939259757,0.09523809523809523,144,0.25,2,2,0,-0.09999999999999999,-0.23576423576423577,1
"('kaymann', 'marycook')",0.0,0.0,48,0.0,0,3,1,-0.09999999999999999,-0.02857142857142858,1
"('geraldnemec', 'marycook')",0.40242960438184466,0.09090909090909091,32,0.08333333333333333,1,2,1,0.009523809523809518,-0.02857142857142858,1
"('rickbuy', 'andyzipper')",0.31066746727980593,0.08333333333333333,36,0.04,1,2,0,-0.11666666666666668,-0.13333333333333336,1
"('davidforster', 'scottneal')",0.0,0.0,20,0.0,0,4,0,-0.36666666666666664,-0.5,1
"('davidforster', 'davidoxley')",0.31066746727980593,0.07692307692307693,45,0.04,1,2,0,-0.36666666666666664,-0.2111111111111111,1
"('davidforster', 'andyzipper')",0.31066746727980593,0.125,20,0.04,1,2,0,-0.36666666666666664,-0.13333333333333336,1
"('davidforster', 'barrytycholiz')",0.0,0.0,30,0.0,0,3,2,-0.36666666666666664,-0.06666666666666667,1
"('davidforster', 'marycook')",0.31066746727980593,0.125,20,0.04,1,2,0,-0.36666666666666664,-0.02857142857142858,1
"('davidforster', 'wescolwell')",0.31066746727980593,0.125,20,0.04,1,2,0,-0.36666666666666664,0.16666666666666666,1
"('davidforster', 'sallybeck')",0.7130970716616506,0.2222222222222222,30,0.12333333333333332,2,2,0,-0.36666666666666664,0.10476190476190475,1
"('alanaronowitz', 'suzanneadams')",0.0,0.0,21,0.0,0,3,0,-0.130952380952381,0.3333333333333333,1
"('alanaronowitz', 'sheilatweed')",0.4170323914242463,0.125,14,0.09090909090909091,1,2,0,-0.130952380952381,0.0,1
"('alanaronowitz', 'elizabethsager')",0.8833279513448324,0.11764705882352941,84,0.20833333333333331,2,2,0,-0.130952380952381,-0.015151515151515138,1
"('alanaronowitz', 'tanajones')",0.0,0.0,63,0.0,0,3,1,-0.130952380952381,-0.2189542483660131,1
"('alanaronowitz', 'susanbailey')",0.8048592087636893,0.2222222222222222,28,0.16666666666666666,2,2,0,-0.130952380952381,-0.47777777777777786,1
"('vkamins', 'info')",0.0,0.0,5,0.0,0,-1,1,0.0,0.05555555555555556,1
"('ericbass', 'amyfitzpatrick')",0.0,0.0,12,0.0,0,5,0,-0.4,-0.5,1
"('mikemaggi', 'dutchquigley')",1.0764545478730305,0.3333333333333333,14,0.3111111111111111,2,2,0,0.0,-0.10000000000000003,1
"('russelldiamond', 'kennethlay')",0.0,0.0,12,0.0,0,4,0,0.0,-0.08717948717948719,1
"('russelldiamond', 'susanbailey')",0.45511961331341866,0.2,8,0.1111111111111111,1,2,0,0.0,-0.47777777777777786,1
"('russelldiamond', 'sarashackleton')",0.48089834696298783,0.07692307692307693,24,0.125,1,2,0,0.0,-0.23576423576423577,1
"('russelldiamond', 'kamkeiser')",0.0,0.0,6,0.0,0,4,0,0.0,0.0,1
"('jayreitmeyer', 'matthewlenhart')",0.0,0.0,2,0.0,0,3,0,-0.4,-0.7,1
"('jayreitmeyer', 'johnlavorato')",0.0,0.0,18,0.0,0,3,0,-0.4,0.05982905982905984,1
"('rosaleefleming', 'garyhickerson')",0.0,0.0,8,0.0,0,4,0,-0.8333333333333334,1.0,1
"('rosaleefleming', 'cindyolson')",0.45511961331341866,0.14285714285714285,16,0.1111111111111111,1,2,0,-0.8333333333333334,-0.047619047619047616,1
"('dutchquigley', 'torikuykendall')",0.0,0.0,28,0.0,0,3,0,-0.10000000000000003,-0.6,1
"('dutchquigley', 'errolmclaughlin')",1.0764545478730305,0.2857142857142857,21,0.3111111111111111,2,2,0,-0.10000000000000003,-0.16666666666666669,1
"('dutchquigley', 'mikemaggi')",1.0764545478730305,0.3333333333333333,14,0.3111111111111111,2,2,0,-0.10000000000000003,0.0,1
"('dutchquigley', 'johnlavorato')",0.0,0.0,63,0.0,0,3,0,-0.10000000000000003,0.05982905982905984,1
"('matthewlenhart', 'jayreitmeyer')",0.0,0.0,2,0.0,0,3,0,-0.7,-0.4,1
"('louisekitchen', 'lauraluce')",0.6213349345596119,0.04,25,0.2,1,2,2,-0.019275362318840583,-1.0,1
"('louisekitchen', 'chrisgaskill')",0.45511961331341866,0.038461538461538464,50,0.1111111111111111,1,2,0,-0.019275362318840583,-0.6666666666666666,1
"('louisekitchen', 'scottneal')",0.0,0.0,100,0.0,0,3,0,-0.019275362318840583,-0.5,1
"('louisekitchen', 'marcusnettelton')",1.845124645270808,0.1,200,0.5833333333333334,3,2,0,-0.019275362318840583,-0.3238095238095238,1
"('louisekitchen', 'info')",0.40242960438184466,0.034482758620689655,125,0.08333333333333333,1,2,0,-0.019275362318840583,0.05555555555555556,1
"('louisekitchen', 'travismccullough')",0.0,0.0,100,0.0,0,3,0,-0.019275362318840583,-0.8,1
"('michellelokay', 'info')",0.7213475204444817,0.09090909090909091,35,0.25,1,2,0,-0.7904761904761906,0.05555555555555556,1
"('michellelokay', 'juliearmstrong')",1.531574161186449,0.2222222222222222,28,0.5333333333333333,2,2,2,-0.7904761904761906,-0.6333333333333334,1
"('chrisabel', 'kamkeiser')",0.0,0.0,6,0.0,0,6,0,-0.6666666666666666,0.0,1
"('chrisabel', 'sallybeck')",0.0,0.0,12,0.0,0,7,0,-0.6666666666666666,0.10476190476190475,1
"('johnambler', 'karendenne')",0.4170323914242463,0.16666666666666666,12,0.09090909090909091,1,2,0,0.6666666666666666,-0.2777777777777778,1
"('peterkeohane', 'marycook')",0.0,0.0,4,0.0,0,-1,1,-0.3333333333333333,-0.02857142857142858,1
"('marycook', 'elizabethsager')",0.31066746727980593,0.06666666666666667,48,0.04,1,2,2,-0.02857142857142858,-0.015151515151515138,1
"('marycook', 'kaymann')",0.0,0.0,48,0.0,0,3,1,-0.02857142857142858,-0.09999999999999999,1
"('marycook', 'geraldnemec')",0.40242960438184466,0.09090909090909091,32,0.08333333333333333,1,2,1,-0.02857142857142858,0.009523809523809518,1
"('marycook', 'davidforster')",0.31066746727980593,0.125,20,0.04,1,2,0,-0.02857142857142858,-0.36666666666666664,1
"('marycook', 'peterkeohane')",0.0,0.0,4,0.0,0,-1,1,-0.02857142857142858,-0.3333333333333333,1
"('kamkeiser', 'info')",0.0,0.0,15,0.0,0,4,0,0.0,0.05555555555555556,1
"('kamkeiser', 'stephaniesever')",0.0,0.0,6,0.0,0,3,1,0.0,-1.0,1
"('kamkeiser', 'shonawilson')",0.0,0.0,3,0.0,0,7,0,0.0,-0.6666666666666666,1
"('kamkeiser', 'cheryljohnson')",0.0,0.0,3,0.0,0,6,0,0.0,-0.8,1
"('kamkeiser', 'arsystem')",0.0,0.0,18,0.0,0,3,0,0.0,0.26666666666666666,1
"('kamkeiser', 'russelldiamond')",0.0,0.0,6,0.0,0,4,0,0.0,0.0,1
