edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('sdtick', 'carltricoli')",0.0,0.0,4,0.0,0,3,0,0.16666666666666666,0.0,1
"('pattithompson', 'scottmills')",0.2239186238120062,0.058823529411764705,45,0.011494252873563218,1,2,0,-0.060317460317460325,0.0,1
"('pattithompson', 'brendaherod')",0.3898712452512801,0.058823529411764705,45,0.07692307692307693,1,2,0,-0.060317460317460325,0.2444444444444444,1
"('pattithompson', 'tamarablack')",0.0,0.0,15,0.0,0,5,0,-0.060317460317460325,0.0,1
"('pattithompson', 'shonawilson')",1.9583235775933754,0.12121212121212122,330,0.5217506631299734,4,2,2,-0.060317460317460325,-0.0342990342990343,1
"('pattithompson', 'lesliereeves')",0.2239186238120062,0.05555555555555555,60,0.011494252873563218,1,2,0,-0.060317460317460325,0.16666666666666666,1
"('keithmiceli', 'diomedeschristodoulou')",0.0,0.0,3,0.0,0,4,0,0.06666666666666665,0.0,1
"('keithmiceli', 'jamesbannantine')",0.22569202144874392,0.07692307692307693,33,0.011904761904761904,1,2,1,0.06666666666666665,-0.16767676767676767,1
"('markthorne', 'lesliesmith')",0.3396232718951086,0.5,2,0.05263157894736842,1,2,0,0.0,0.0,1
"('markthorne', 'angelabarnett')",0.3396232718951086,0.5,2,0.05263157894736842,1,2,0,0.0,0.0,1
"('markthorne', 'judywalters')",0.0,0.0,2,0.0,0,5,0,0.0,0.0,1
"('martinlin', 'shirleycrenshaw')",0.2201045822301589,0.045454545454545456,22,0.010638297872340425,1,2,0,0.0,0.005270092226613968,1
"('beckyspencer', 'peggybanczak')",0.0,0.0,16,0.0,0,4,0,0.0,0.10714285714285714,1
"('beckyspencer', 'danhyvl')",0.0,0.0,96,0.0,0,3,0,0.0,-0.04995645141221849,1
"('beckyspencer', 'rogerbalog')",0.0,0.0,20,0.0,0,3,0,0.0,0.044444444444444446,1
"('beckyspencer', 'andreacalo')",0.0,0.0,6,0.0,0,3,0,0.0,0.0,1
"('beckyspencer', 'alanaronowitz')",0.3789231816899512,0.038461538461538464,50,0.07142857142857142,1,2,0,0.0,-0.012911725955204206,1
"('beckyspencer', 'marieheard')",0.3898712452512801,0.16666666666666666,10,0.07692307692307693,1,2,0,0.0,-0.4,1
"('beckyspencer', 'marktaylor')",0.7687944269412312,0.024096385542168676,166,0.14835164835164835,2,2,0,0.0,-0.00044926711004560776,1
"('janemtholt', 'my-register')",0.0,0.0,4,0.0,0,3,0,0.0,0.0,1
"('janemtholt', 'jef070')",0.0,0.0,4,0.0,0,5,0,0.0,0.0,1
"('wescolwell', 'kaychapman')",1.1292887502213267,0.21052631578947367,90,0.13270637408568442,4,2,0,0.8523809523809525,0.06621199204319408,1
"('wescolwell', 'jorgegarcia')",0.0,0.0,5,0.0,0,4,0,0.8523809523809525,0.0,1
"('paulchoi', 'portlandshift')",0.0,0.0,6,0.0,0,4,0,0.0,0.06666666666666667,1
"('paulchoi', 'johnforney')",0.0,0.0,5,0.0,0,3,0,0.0,-0.9,1
"('garyhickerson', 'mollymagee')",0.26425736993644544,0.1,24,0.022727272727272728,1,2,0,-0.021428571428571436,0.0,1
"('garyhickerson', 'sheilaglover')",0.2181040551873126,0.08333333333333333,40,0.01020408163265306,1,2,0,-0.021428571428571436,0.036363636363636376,1
"('garyhickerson', 'vincekaminski')",2.1697517388323875,0.030303030303030304,752,0.6520314547837484,3,2,0,-0.021428571428571436,0.004571863062314836,1
"('garyhickerson', 'stevenkean')",0.24842549839846914,0.01098901098901099,672,0.017857142857142856,1,2,0,-0.021428571428571436,0.008718270766463539,1
"('miyungbuster', 'stevenkean')",2.1291780390335937,0.05747126436781609,672,0.49448051948051946,5,2,1,0.14285714285714285,0.008718270766463539,1
"('danagibbs', 'cindystark')",0.0,0.0,10,0.0,0,-1,0,0.0,0.044444444444444446,1
"('russelldyk', 'sarashackleton')",0.7519833776448046,0.02040816326530612,196,0.15,2,2,0,0.0,0.0023074658055525984,1
"('russelldyk', 'bradmckay')",0.0,0.0,16,0.0,0,4,0,0.0,-0.2976190476190476,1
"('smara', 'mday')",0.209243389805969,0.09090909090909091,27,0.008403361344537815,1,2,0,0.0,-0.2222222222222222,1
"('smara', 'kaplan')",0.0,0.0,9,0.0,0,-1,0,0.0,0.0,1
"('smara', 'jbennett')",0.209243389805969,0.2,9,0.008403361344537815,1,2,0,0.0,1.0,1
"('carlosalatorre', 'scottmills')",0.0,0.0,18,0.0,0,4,0,0.2,0.0,1
"('carlosalatorre', 'frankhayden')",0.0,0.0,6,0.0,0,4,0,0.2,-0.2,1
"('carlosalatorre', 'dickjenkins')",0.0,0.0,24,0.0,0,4,0,0.2,-0.33333333333333337,1
"('carlosalatorre', 'kimberlybrown')",0.0,0.0,24,0.0,0,4,0,0.2,0.16666666666666669,1
"('carlosalatorre', 'colleensullivan')",0.7035451117118878,0.125,72,0.12896825396825395,2,2,0,0.2,0.015151515151515166,1
"('carlosalatorre', 'chrisgermany')",0.0,0.0,396,0.0,0,3,0,0.2,0.0024908366436022285,1
"('daphneco64', 'shannahusser')",0.28599966750267436,1.0,1,0.030303030303030304,1,2,0,0.0,0.0,1
"('daphneco64', 'lwbthemarine')",0.28599966750267436,1.0,1,0.030303030303030304,1,2,0,0.0,0.0,1
"('daphneco64', 'jasonbass2')",0.28599966750267436,1.0,1,0.030303030303030304,1,2,0,0.0,0.0,1
"('wmontg', 'ddavis')",0.0,0.0,2,0.0,0,3,0,0.0,0.0,1
"('reginablackshear', 'julissamarron')",0.0,0.0,16,0.0,0,8,0,0.0,0.0,1
"('reginablackshear', 'dianesalcido')",0.3396232718951086,0.25,4,0.05263157894736842,1,2,0,0.0,0.0,1
"('reginablackshear', 'lesliesmith')",0.3396232718951086,0.25,4,0.05263157894736842,1,2,0,0.0,0.0,1
"('reginablackshear', 'angelabarnett')",0.3396232718951086,0.25,4,0.05263157894736842,1,2,0,0.0,0.0,1
"('mstjohn', 'dasovich')",0.0,0.0,6,0.0,0,3,0,0.0,0.0,1
"('thomasgros', 'philippebibi')",0.2239186238120062,0.125,20,0.011494252873563218,1,2,0,0.1,0.16666666666666666,1
"('thomasgros', 'gregwhalley')",0.0,0.0,40,0.0,0,4,0,0.1,-0.07539682539682539,1
"('thomasgros', 'marysolmonson')",0.2239186238120062,0.125,20,0.011494252873563218,1,2,0,0.1,0.3333333333333333,1
"('thomasgros', 'jeffreyshankman')",0.2239186238120062,0.008849557522123894,545,0.011494252873563218,1,2,0,0.1,-0.0856357370118838,1
"('brantreves', 'danhyvl')",0.20295281385904423,0.018867924528301886,288,0.007246376811594203,1,2,0,0.26666666666666666,-0.04995645141221849,1
"('brantreves', 'johnsuttle')",0.0,0.0,6,0.0,0,8,0,0.26666666666666666,-0.5714285714285714,1
"('brantreves', 'williambradford')",0.3396232718951086,0.07142857142857142,54,0.05263157894736842,1,2,0,0.26666666666666666,0.06349206349206349,1
"('brantreves', 'fredlagrasta')",0.20295281385904423,0.14285714285714285,12,0.007246376811594203,1,2,0,0.26666666666666666,0.0,1
"('brantreves', 'jasonwilliams')",1.0091149813049747,0.375,30,0.1536416799574694,3,2,0,0.26666666666666666,0.3,1
"('brantreves', 'marycook')",0.5928240591103243,0.06060606060606061,174,0.08416945373467113,2,2,0,0.26666666666666666,-0.13837886251679354,1
"('brantreves', 'debraperlingiere')",0.24842549839846914,0.021739130434782608,246,0.017857142857142856,1,2,0,0.26666666666666666,0.002393396382943419,1
"('harrykingerski', 'marciemilner')",0.209243389805969,0.09090909090909091,32,0.008403361344537815,1,2,0,-0.17142857142857143,0.6666666666666666,1
"('harrykingerski', 'maryhain')",1.5145250651248017,0.1111111111111111,336,0.20043632837750483,5,2,0,-0.17142857142857143,-0.032552364932516314,1
"('harrykingerski', 'stevenkean')",1.112095460742957,0.045454545454545456,672,0.11710299504417152,4,2,1,-0.17142857142857143,0.008718270766463539,1
"('harrykingerski', 'lysaakin')",0.5239013702500939,0.11764705882352941,88,0.05007002801120448,2,2,0,-0.17142857142857143,-0.13636363636363635,1
"('drewfossum', 'sylviahu')",0.0,0.0,96,0.0,0,3,0,-0.03450354609929078,0.0,1
"('drewfossum', 'tklohman')",0.48089834696298783,0.0196078431372549,192,0.125,1,2,0,-0.03450354609929078,0.3333333333333333,1
"('drewfossum', 'stevekirk')",0.4170323914242463,0.019230769230769232,240,0.09090909090909091,1,2,0,-0.03450354609929078,0.0,1
"('drewfossum', 'lorrainelindberg')",0.6631563504424066,0.0392156862745098,240,0.11265822784810127,2,2,1,-0.03450354609929078,0.13636363636363635,1
"('drewfossum', 'bobchandler')",0.0,0.0,48,0.0,0,3,1,-0.03450354609929078,0.0,1
"('drewfossum', 'postmaster')",0.0,0.0,96,0.0,0,3,0,-0.03450354609929078,0.0,1
"('drewfossum', 'stevenharris')",1.1440546974053944,0.05454545454545454,480,0.23765822784810128,3,2,2,-0.03450354609929078,-0.14444444444444446,1
"('drewfossum', 'mikebarry')",0.6213349345596119,0.02040816326530612,96,0.2,1,2,0,-0.03450354609929078,0.0,1
"('drewfossum', 'dorothymccoppin')",0.0,0.0,48,0.0,0,3,1,-0.03450354609929078,0.0,1
"('drewfossum', 'stanleyhorton')",0.0,0.0,48,0.0,0,-1,0,-0.03450354609929078,0.0,1
"('drewfossum', 'leeferrell')",0.0,0.0,96,0.0,0,3,0,-0.03450354609929078,0.0,1
"('drewfossum', 'deniselagesse')",0.22886186853915486,0.02040816326530612,96,0.012658227848101266,1,2,1,-0.03450354609929078,0.0,1
"('drewfossum', 'dannymccarty')",0.9102392266268373,0.0196078431372549,192,0.3333333333333333,1,2,0,-0.03450354609929078,0.0,1
"('drewfossum', 'jefferyfawcett')",2.5430957836114936,0.10526315789473684,720,0.5910673187571922,6,2,2,-0.03450354609929078,-0.005602240896358551,1
"('drewfossum', 'beverleyashcroft')",0.0,0.0,48,0.0,0,-1,0,-0.03450354609929078,0.0,1
"('benjacoby', 'ericboyt')",0.0,0.0,42,0.0,0,3,0,-0.20879120879120877,0.0,1
"('benjacoby', 'matthewlenhart')",0.0,0.0,518,0.0,0,3,0,-0.20879120879120877,-0.0028327923064765167,1
"('benjacoby', 'stephaniemiller')",0.0,0.0,56,0.0,0,3,0,-0.20879120879120877,0.3333333333333333,1
"('benjacoby', 'stuartzisman')",0.4502732447576093,0.09523809523809523,126,0.023558758314855877,2,2,0,-0.20879120879120877,0.21825396825396826,1
"('benjacoby', 'christinicolay')",0.2269261879165124,0.038461538461538464,182,0.012195121951219513,1,2,1,-0.20879120879120877,-0.055710955710955704,1
"('benjacoby', 'catherineclark')",0.22334705684109696,0.0625,42,0.011363636363636364,1,2,0,-0.20879120879120877,1.0,1
"('benjacoby', 'sheilatweed')",1.1716207652020911,0.15,126,0.2735587583148559,3,2,1,-0.20879120879120877,-0.126984126984127,1
"('kaychapman', 'wescolwell')",1.1292887502213267,0.21052631578947367,90,0.13270637408568442,4,2,0,0.06621199204319408,0.8523809523809525,1
"('kaychapman', 'markhaedicke')",0.7626708241997474,0.04225352112676056,1008,0.05915538362346873,3,2,0,0.06621199204319408,-0.005458692251145085,1
"('kaychapman', 'frankvickers')",0.23868315209103041,0.05263157894736842,36,0.015151515151515152,1,2,0,0.06621199204319408,1.0,1
"('kaychapman', 'jeffdonahue')",0.23868315209103041,0.05555555555555555,18,0.015151515151515152,1,2,0,0.06621199204319408,0.0,1
"('kaychapman', 'lauraluce')",0.23868315209103041,0.05,54,0.015151515151515152,1,2,0,0.06621199204319408,0.0,1
"('kaychapman', 'lavorato')",0.0,0.0,18,0.0,0,4,0,0.06621199204319408,0.0,1
"('kaychapman', 'barrytycholiz')",0.23868315209103041,0.05555555555555555,18,0.015151515151515152,1,2,0,0.06621199204319408,0.0,1
"('donnajones', 'nicolemendez')",0.0,0.0,1,0.0,0,5,0,0.0,0.0,1
"('georgeweissman', 'williamkelly')",0.269282508064391,0.2,8,0.024390243902439025,1,2,0,0.0,-0.5,1
"('georgeweissman', 'davidbaumbach')",0.0,0.0,18,0.0,0,4,0,0.0,-0.0982905982905983,1
"('georgeweissman', 'barbaragray')",0.25831776680732876,0.07692307692307693,24,0.020833333333333332,1,2,0,0.0,0.06969696969696969,1
"('georgeweissman', 'sandibraband')",0.0,0.0,10,0.0,0,4,0,0.0,0.3,1
"('georgeweissman', 'johngriffith')",0.0,0.0,12,0.0,0,3,0,0.0,-0.1333333333333333,1
"('georgeweissman', 'jeffreygossett')",0.0,0.0,20,0.0,0,4,0,0.0,-0.18888888888888888,1
"('georgeweissman', 'victorlamadrid')",0.0,0.0,2,0.0,0,3,0,0.0,-0.17857142857142858,1
"('patclynes', 'davidbaumbach')",0.2710850306818168,0.05263157894736842,99,0.025,1,2,1,0.0494172494172494,-0.0982905982905983,1
"('patclynes', 'edwardgottlob')",0.0,0.0,22,0.0,0,3,1,0.0494172494172494,-0.23809523809523808,1
"('patclynes', 'heatherchoate')",0.2710850306818168,0.058823529411764705,77,0.025,1,2,0,0.0494172494172494,0.047619047619047616,1
"('patclynes', 'lauriallen')",0.0,0.0,44,0.0,0,3,0,0.0494172494172494,-0.25,1
"('patclynes', 'thomasmartin')",0.0,0.0,22,0.0,0,3,0,0.0494172494172494,0.0,1
"('naveenandrews', 'rodrigolamas')",0.0,0.0,3,0.0,0,3,0,0.0,0.6666666666666666,1
"('naveenandrews', 'vincekaminski')",0.4170323914242463,0.010638297872340425,94,0.09090909090909091,1,2,1,0.0,0.004571863062314836,1
"('stephaniesever', 'danhyvl')",0.20295281385904423,0.01818181818181818,384,0.007246376811594203,1,2,0,0.1746031746031746,-0.04995645141221849,1
"('stephaniesever', 'johnarnold')",0.31465798044412485,0.02127659574468085,320,0.041666666666666664,1,2,0,0.1746031746031746,-0.002825745682888542,1
"('stephaniesever', 'marcusnettelton')",0.20295281385904423,0.08333333333333333,40,0.007246376811594203,1,2,0,0.1746031746031746,0.3,1
"('stephaniesever', 'lesliehansen')",0.20295281385904423,0.045454545454545456,120,0.007246376811594203,1,2,2,0.1746031746031746,-0.07261904761904761,1
"('stephaniesever', 'sallybeck')",0.0,0.0,696,0.0,0,3,1,0.1746031746031746,-0.0009273646860747907,1
"('stephaniesever', 'brenthendry')",0.7610634404102914,0.06896551724137931,184,0.17391304347826086,2,2,0,0.1746031746031746,-0.14563697172392825,1
"('davidfairley', 'twandasweet')",0.0,0.0,28,0.0,0,-1,0,-0.3333333333333333,-0.0444925444925445,1
"('davidfairley', 'paulkaufman')",0.0,0.0,14,0.0,0,-1,0,-0.3333333333333333,0.14285714285714285,1
"('davidfairley', 'christinicolay')",0.0,0.0,13,0.0,0,-1,0,-0.3333333333333333,-0.055710955710955704,1
"('ronnolte', 'marycook')",0.0,0.0,116,0.0,0,3,0,0.0,-0.13837886251679354,1
"('sylviahu', 'drewfossum')",0.0,0.0,96,0.0,0,3,0,0.0,-0.03450354609929078,1
"('sylviahu', 'michellecash')",0.24842549839846914,0.020833333333333332,94,0.017857142857142856,1,2,0,0.0,-0.021674375578168363,1
"('sylviahu', 'rexrogers')",0.0,0.0,6,0.0,0,4,0,0.0,0.0,1
"('sylviahu', 'michaelmoran')",0.0,0.0,10,0.0,0,4,0,0.0,0.2,1
"('chaundrawoods', 'carolclair')",0.2969742043733701,0.14285714285714285,7,0.034482758620689655,1,2,0,0.0,-0.11528822055137844,1
"('chaundrawoods', 'sarashackleton')",0.2969742043733701,0.01020408163265306,98,0.034482758620689655,1,2,0,0.0,0.0023074658055525984,1
"('chaundrawoods', 'wduran')",0.0,0.0,2,0.0,0,5,0,0.0,1.0,1
"('chaundrawoods', 'marktaylor')",0.2969742043733701,0.012048192771084338,83,0.034482758620689655,1,2,0,0.0,-0.00044926711004560776,1
"('chaundrawoods', 'robertbruce')",0.2969742043733701,0.07142857142857142,14,0.034482758620689655,1,2,0,0.0,0.11271816418875244,1
"('chaundrawoods', 'angeladavis')",0.0,0.0,3,0.0,0,3,0,0.0,0.3333333333333333,1
"('darenfarmer', 'ritawynne')",0.5138983423697507,0.024390243902439025,80,0.14285714285714285,1,2,2,0.00822600156550203,-0.5,1
