edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('richardcausey', 'timdespain')",0.0,0.0,30,0.0,0,3,0,0.026190476190476195,0.1,1
"('richardcausey', 'jimpiro')",0.0,0.0,12,0.0,0,3,0,0.026190476190476195,0.0,1
"('richardcausey', 'sharronwestbrook')",0.22886186853915486,0.1,30,0.012658227848101266,1,2,0,0.026190476190476195,0.0,1
"('richardtomaski', 'sshively')",0.0,0.0,72,0.0,0,4,0,-0.8571428571428572,0.05555555555555555,1
"('suzannecalcagno', 'scottgoodell')",0.26425736993644544,0.14285714285714285,12,0.022727272727272728,1,2,0,0.2,-1.0,1
"('suzannecalcagno', 'robertsuperty')",0.0,0.0,24,0.0,0,3,0,0.2,0.16666666666666666,1
"('suzannecalcagno', 'seanboyle')",0.26425736993644544,0.07692307692307693,48,0.022727272727272728,1,2,0,0.2,-0.11904761904761904,1
"('suzannecalcagno', 'brandeejackson')",0.36067376022224085,0.0625,66,0.0625,1,2,0,0.2,0.03636363636363636,1
"('margoreyna', 'richardshapiro')",0.870769592214268,0.03389830508474576,174,0.20192307692307693,2,2,0,0.3333333333333333,-0.04876888884575445,1
"('chrisgaskill', 'nateblackburn')",1.179445561110859,0.3333333333333333,12,0.3666666666666667,2,2,0,-0.6666666666666667,0.0,1
"('chrisgaskill', 'karenbuckley')",0.0,0.0,60,0.0,0,3,0,-0.6666666666666667,0.044444444444444446,1
"('chrisgaskill', 'johnarnold')",0.5581106265512472,0.02,270,0.16666666666666666,1,2,1,-0.6666666666666667,-0.0013624618275781056,1
"('chrisgaskill', 'larrymay')",0.0,0.0,60,0.0,0,4,0,-0.6666666666666667,-0.08253968253968254,1
"('chrisgaskill', 'daviddronet')",0.43429448190325176,0.14285714285714285,12,0.1,1,2,0,-0.6666666666666667,1.0,1
"('chrisgaskill', 'philpolsky')",0.0,0.0,12,0.0,0,5,0,-0.6666666666666667,0.0,1
"('chrisgaskill', 'dipakagarwalla')",0.0,0.0,6,0.0,0,5,0,-0.6666666666666667,0.0,1
"('chrisgaskill', 'bartburk')",0.0,0.0,6,0.0,0,5,0,-0.6666666666666667,0.0,1
"('chrisgaskill', 'sshively')",0.43429448190325176,0.07142857142857142,54,0.1,1,2,0,-0.6666666666666667,0.05555555555555555,1
"('chrisgaskill', 'airamarteaga')",0.0,0.0,48,0.0,0,3,0,-0.6666666666666667,0.03571428571428571,1
"('chrisgaskill', 'dalexander')",0.43429448190325176,0.14285714285714285,12,0.1,1,2,0,-0.6666666666666667,0.0,1
"('stephendouglas', 'wescolwell')",0.0,0.0,6,0.0,0,4,0,0.0,-0.6,1
"('stephendouglas', 'markhaedicke')",0.0,0.0,61,0.0,0,5,0,0.0,0.0031715774376849457,1
"('stephendouglas', 'johnlavorato')",0.0,0.0,41,0.0,0,4,0,0.0,0.0018204312477907367,1
"('stephendouglas', 'elizabethsager')",0.0,0.0,71,0.0,0,5,0,0.0,-0.03243704652155356,1
"('stephendouglas', 'richardsanders')",0.0,0.0,79,0.0,0,5,0,0.0,-0.014107895060822993,1
"('stephendouglas', 'louisekitchen')",0.0,0.0,87,0.0,0,3,0,0.0,-0.012684410839984214,1
"('davidbaumbach', 'mhall')",0.0,0.0,56,0.0,0,3,0,-0.04578754578754578,0.3333333333333333,1
"('davidbaumbach', 'imeldatrevino')",0.4170323914242463,0.07142857142857142,14,0.09090909090909091,1,2,0,-0.04578754578754578,0.0,1
"('davidbaumbach', 'michaelolsen')",0.0,0.0,70,0.0,0,3,0,-0.04578754578754578,0.4,1
"('davidbaumbach', 'russseverson')",0.24136313830927508,0.0625,42,0.015873015873015872,1,2,1,-0.04578754578754578,0.0,1
"('davidbaumbach', 'annekoehler')",0.0,0.0,112,0.0,0,3,0,-0.04578754578754578,-0.08333333333333331,1
"('davidbaumbach', 'jfarmer')",0.3789231816899512,0.024390243902439025,392,0.07142857142857142,1,2,0,-0.04578754578754578,0.037037037037037035,1
"('davidbaumbach', 'truongvu')",0.0,0.0,14,0.0,0,4,0,-0.04578754578754578,-0.2,1
"('davidbaumbach', 'johnvaldes')",0.45511961331341866,0.06666666666666667,28,0.1111111111111111,1,2,0,-0.04578754578754578,-1.0,1
"('davidbaumbach', 'bryanhull')",0.6202863199992263,0.10526315789473684,98,0.0873015873015873,2,2,0,-0.04578754578754578,-0.8095238095238095,1
"('davidbaumbach', 'lauravuittonet')",0.318928988903801,0.06666666666666667,28,0.043478260869565216,1,2,0,-0.04578754578754578,0.9,1
"('mikemaggi', 'carolineabramo')",0.26269731101386307,0.06666666666666667,55,0.022222222222222223,1,2,0,0.0,0.03636363636363635,1
"('mikemaggi', 'larrymay')",1.0183217248178518,0.15384615384615385,50,0.28448275862068967,2,2,1,0.0,-0.08253968253968254,1
"('mikemaggi', 'boblee')",0.0,0.0,20,0.0,0,3,0,0.0,0.3333333333333333,1
"('mikemaggi', 'inarangel')",0.5596715153872331,0.11764705882352941,70,0.05670498084291188,2,2,1,0.0,-0.12087912087912087,1
"('mikemaggi', 'amandahuble')",0.0,0.0,10,0.0,0,4,0,0.0,-0.3333333333333333,1
"('mikemaggi', 'mikeroberts')",0.0,0.0,40,0.0,0,4,0,0.0,0.07142857142857142,1
"('kourtneynelson', 'jeremymorris')",0.0,0.0,32,0.0,0,3,1,0.11666666666666667,0.0,1
"('kourtneynelson', 'donnajohnson')",0.7558059247054814,0.08695652173913043,144,0.1513157894736842,2,2,0,0.11666666666666667,0.16666666666666666,1
"('kourtneynelson', 'jeffreyoh')",0.3396232718951086,0.05263157894736842,64,0.05263157894736842,1,2,2,0.11666666666666667,-0.13333333333333333,1
"('kourtneynelson', 'bertmeyers')",0.6071280931086199,0.1111111111111111,64,0.08392857142857142,2,2,0,0.11666666666666667,0.0,1
"('kourtneynelson', 'geirsolberg')",1.100270702134433,0.08,176,0.3214285714285714,2,2,0,0.11666666666666667,-0.29090909090909095,1
"('kourtneynelson', 'kalmeida')",1.3771408592650933,0.12,192,0.35131578947368425,3,2,0,0.11666666666666667,0.06060606060606061,1
"('kourtneynelson', 'carolineemmert')",1.6033831912955951,0.17391304347826086,176,0.36024436090225564,4,2,0,0.11666666666666667,-0.16969696969696968,1
"('kourtneynelson', 'godfreyhyde')",0.0,0.0,48,0.0,0,3,0,0.11666666666666667,0.6666666666666666,1
"('danbump', 'geraldnemec')",0.43429448190325176,0.013333333333333334,75,0.1,1,2,0,0.0,0.010668563300142247,1
"('danbump', 'shonniedaniel')",0.0,0.0,1,0.0,0,4,0,0.0,-0.6666666666666666,1
"('janieaguayo', 'darrenvanek')",0.25433477814404226,0.125,18,0.0196078431372549,1,2,0,0.3333333333333333,0.2,1
"('janieaguayo', 'kennethlay')",0.0,0.0,24,0.0,0,4,0,0.3333333333333333,-0.8571428571428572,1
"('nateblackburn', 'colintonks')",0.0,0.0,20,0.0,0,3,0,0.0,0.044444444444444446,1
"('nateblackburn', 'chrisgaskill')",1.179445561110859,0.3333333333333333,12,0.3666666666666667,2,2,0,0.0,-0.6666666666666667,1
"('nateblackburn', 'tomdonohoe')",0.0,0.0,24,0.0,0,5,0,0.0,0.015151515151515152,1
"('nateblackburn', 'catalinacardenas')",0.0,0.0,4,0.0,0,3,0,0.0,0.0,1
"('nateblackburn', 'tarapiazze')",1.179445561110859,0.3333333333333333,12,0.3666666666666667,2,2,0,0.0,0.13333333333333333,1
"('nateblackburn', 'lindonchiu')",0.0,0.0,10,0.0,0,4,0,0.0,0.2,1
"('edithcross', 'vweldon')",0.0,0.0,189,0.0,0,3,2,-0.9166666666666666,-0.005764411027568922,1
"('edithcross', 'heatherkroll')",0.2071116448532039,0.06666666666666667,63,0.008,1,2,0,-0.9166666666666666,0.14285714285714285,1
"('edithcross', 'chipschneider')",0.2071116448532039,0.0625,72,0.008,1,2,0,-0.9166666666666666,0.32142857142857145,1
"('kristannshireman', 'matthewlenhart')",0.0,0.0,43,0.0,0,3,0,0.0,0.0007047216349541936,1
"('kristannshireman', 'keithholst')",0.0,0.0,4,0.0,0,4,0,0.0,0.16666666666666669,1
"('kristannshireman', 'frankermis')",0.0,0.0,6,0.0,0,3,0,0.0,-0.13333333333333333,1
"('pattithompson', 'mhall')",0.0,0.0,40,0.0,0,3,0,0.038071895424836605,0.3333333333333333,1
"('pattithompson', 'bethapollo')",1.0446552420748143,0.15,130,0.18626933895921238,3,2,0,0.038071895424836605,-0.858974358974359,1
"('pattithompson', 'tinaspiller')",0.22886186853915486,0.1,10,0.012658227848101266,1,2,0,0.038071895424836605,-0.3,1
"('pattithompson', 'jamesscribner')",0.22886186853915486,0.07692307692307693,40,0.012658227848101266,1,2,0,0.038071895424836605,0.16666666666666669,1
"('pattithompson', 'mikejordan')",0.22886186853915486,0.07142857142857142,50,0.012658227848101266,1,2,0,0.038071895424836605,0.3666666666666667,1
"('keithcomeaux', 'lloydwill')",0.3284587387530511,0.1,10,0.047619047619047616,1,2,0,0.0,0.060317460317460325,1
"('mhall', 'davidbaumbach')",0.0,0.0,56,0.0,0,3,0,0.3333333333333333,-0.04578754578754578,1
"('mhall', 'pattithompson')",0.0,0.0,40,0.0,0,3,0,0.3333333333333333,0.038071895424836605,1
"('mhall', 'georgeweissman')",0.0,0.0,4,0.0,0,3,0,0.3333333333333333,-0.3333333333333333,1
"('mhall', 'robertsuperty')",0.4170323914242463,0.14285714285714285,16,0.09090909090909091,1,2,0,0.3333333333333333,0.16666666666666666,1
"('mhall', 'kathrynbussell')",0.0,0.0,16,0.0,0,3,0,0.3333333333333333,0.3333333333333333,1
"('mhall', 'jyanowski')",0.0,0.0,4,0.0,0,3,0,0.3333333333333333,0.0,1
"('mhall', 'amartin')",0.6035147040426923,0.125,56,0.07275132275132275,2,2,0,0.3333333333333333,0.02197802197802198,1
"('mhall', 'sherithomas')",0.0,0.0,12,0.0,0,3,0,0.3333333333333333,0.17948717948717946,1
"('mhall', 'heatherchoate')",0.4170323914242463,0.16666666666666666,12,0.09090909090909091,1,2,0,0.3333333333333333,0.0,1
"('mhall', 'sallybeck')",0.30341307554227914,0.012195121951219513,316,0.037037037037037035,1,2,0,0.3333333333333333,-0.0021286730147489635,1
"('garybryan', 'shawnaflynn')",0.0,0.0,6,0.0,0,6,0,0.0,0.2,1
"('lisajacobson', 'danielreck')",0.0,0.0,2,0.0,0,4,0,1.0,0.0,1
"('lisajacobson', 'phillipallen')",0.0,0.0,84,0.0,0,4,0,1.0,0.014072333414364042,1
"('lisajacobson', 'kevinmcgowan')",0.0,0.0,2,0.0,0,4,0,1.0,0.0,1
"('lisajacobson', 'stevenkean')",0.43429448190325176,0.011627906976744186,170,0.1,1,2,0,1.0,0.021675636546753536,1
"('lisajacobson', 'richardshapiro')",0.43429448190325176,0.01694915254237288,116,0.1,1,2,0,1.0,-0.04876888884575445,1
"('beckyspencer', 'markhaedicke')",1.0858034721628025,0.046511627906976744,1769,0.10765822784810127,4,2,0,-0.15412748171368862,0.0031715774376849457,1
"('beckyspencer', 'elizabethsager')",1.0600627353125325,0.041666666666666664,2059,0.10133333333333333,4,2,0,-0.15412748171368862,-0.03243704652155356,1
"('beckyspencer', 'danlyons')",0.2071116448532039,0.03333333333333333,58,0.008,1,2,0,-0.15412748171368862,0.0,1
"('beckyspencer', 'suzanneadams')",0.2071116448532039,0.03333333333333333,58,0.008,1,2,0,-0.15412748171368862,-0.16666666666666666,1
"('janemtholt', 'feedback')",0.0,0.0,4,0.0,0,-1,0,0.0,0.0,1
"('wescolwell', 'richardcausey')",0.22886186853915486,0.09090909090909091,36,0.012658227848101266,1,2,0,-0.6,0.026190476190476195,1
"('wescolwell', 'stephendouglas')",0.0,0.0,6,0.0,0,4,0,-0.6,0.0,1
"('wescolwell', 'matthewgockerman')",0.0,0.0,6,0.0,0,4,0,-0.6,0.0,1
"('wescolwell', 'kevinpresto')",0.8806830063378931,0.09090909090909091,180,0.11443542934415145,3,2,0,-0.6,-0.046065428824049515,1
"('wescolwell', '40enron')",0.25433477814404226,0.04,120,0.0196078431372549,1,2,0,-0.6,0.010526315789473684,1
"('wescolwell', 'melissabecker')",0.0,0.0,12,0.0,0,3,0,-0.6,0.0,1
"('wescolwell', 'jenniferburns')",0.0,0.0,12,0.0,0,3,0,-0.6,1.0,1
"('wescolwell', 'annekoehler')",0.0,0.0,48,0.0,0,3,0,-0.6,-0.08333333333333331,1
"('wescolwell', 'aboe')",0.0,0.0,6,0.0,0,-1,0,-0.6,0.0,1
"('wescolwell', 'gregwhalley')",1.2596061880278444,0.21052631578947367,102,0.18586400077272286,4,2,0,-0.6,0.11844919786096256,1
"('wescolwell', 'andyzipper')",0.4831966466831971,0.08695652173913043,114,0.032266070985356166,2,2,0,-0.6,-0.033023735810113516,1
"('wescolwell', 'sandibraband')",0.0,0.0,48,0.0,0,3,0,-0.6,0.2857142857142857,1
"('wescolwell', 'jimschwieger')",0.0,0.0,138,0.0,0,3,0,-0.6,-0.015920070267896352,1
"('wescolwell', 'sharronwestbrook')",0.22886186853915486,0.1,30,0.012658227848101266,1,2,0,-0.6,0.0,1
"('wescolwell', 'mechelleatwood')",0.22886186853915486,0.16666666666666666,6,0.012658227848101266,1,2,0,-0.6,0.0,1
"('wescolwell', 'kimberleebennick')",0.0,0.0,60,0.0,0,3,0,-0.6,0.3333333333333333,1
"('staceyrichardson', 'stephaniepanus')",0.0,0.0,52,0.0,0,3,0,1.0,-0.09992196209587514,1
"('staceyrichardson', 'danhyvl')",0.5071507834635086,0.0392156862745098,102,0.04001404001404002,2,2,0,1.0,0.005108559612559179,1
"('staceyrichardson', 'russelldiamond')",0.2302128900546512,0.3333333333333333,4,0.012987012987012988,1,2,0,1.0,0.7333333333333334,1
"('jimpond', 'johnvaldes')",0.0,0.0,2,0.0,0,4,0,0.0,-1.0,1
"('paulchoi', 'lairddyer')",0.2302128900546512,0.07692307692307693,33,0.012987012987012988,1,2,0,0.07272727272727272,0.3333333333333333,1
"('paulchoi', 'chrisstokley')",0.5581106265512472,0.020833333333333332,418,0.16666666666666666,1,2,0,0.07272727272727272,0.04836415362731152,1
"('paulchoi', 'sharistack')",0.0,0.0,44,0.0,0,3,0,0.07272727272727272,-0.2,1
"('stevedebruyn', 'jacquelinekelly')",0.0,0.0,4,0.0,0,7,0,0.0,0.0,1
"('viviannguyen', 'marktaylor')",0.24325728130826463,0.013333333333333334,75,0.01639344262295082,1,2,0,0.0,0.010233246945575716,1
"('kennethyoung', 'darrellschoolcraft')",0.0,0.0,1,0.0,0,-1,0,0.0,0.0,1
"('garyhickerson', 'kristinwalsh')",0.0,0.0,40,0.0,0,3,0,-0.2571428571428572,0.4,1
"('garyhickerson', 'liztaylor')",0.9399173427099212,0.15,120,0.12899896800825594,3,2,0,-0.2571428571428572,0.0380952380952381,1
"('garyhickerson', 'cherylnelson')",0.5138983423697507,0.045454545454545456,120,0.14285714285714285,1,2,0,-0.2571428571428572,-0.14047619047619048,1
"('garyhickerson', 'mikeroberts')",0.0,0.0,64,0.0,0,3,0,-0.2571428571428572,0.07142857142857142,1
"('garyhickerson', 'gwynkoepke')",0.0,0.0,8,0.0,0,4,1,-0.2571428571428572,-0.6666666666666666,1
"('amyochoa', 'jaeblack')",0.0,0.0,1,0.0,0,4,0,0.0,0.0,1
"('miyungbuster', 'elizabethlinnell')",0.0,0.0,42,0.0,0,3,0,0.0,-0.8666666666666667,1
"('russelldyk', 'frankermis')",0.0,0.0,6,0.0,0,5,0,0.0,-0.13333333333333333,1
"('georgethomas', 'courtneycampbell')",1.4426950408889634,0.2,8,0.5,1,2,0,0.0,0.0,1
"('lairddyer', 'paulchoi')",0.2302128900546512,0.07692307692307693,33,0.012987012987012988,1,2,0,0.3333333333333333,0.07272727272727272,1
"('lairddyer', 'sward')",0.0,0.0,12,0.0,0,3,0,0.3333333333333333,0.0,1
"('lairddyer', 'davefuller')",0.2302128900546512,0.1,24,0.012987012987012988,1,2,0,0.3333333333333333,0.14285714285714288,1
"('smara', 'sgovenar')",0.36926937306885504,0.09090909090909091,32,0.06666666666666667,1,2,0,0.0,0.03246753246753245,1
"('smara', 'hgovenar')",0.0,0.0,8,0.0,0,3,0,0.0,0.0,1
"('nailiadindarova', 'peterstyles')",0.0,0.0,12,0.0,0,4,0,0.0,0.8333333333333334,1
"('nailiadindarova', 'maureenmcvicker')",0.0,0.0,36,0.0,0,4,0,0.0,0.11650992685475443,1
"('nailiadindarova', 'jamessteffes')",0.0,0.0,162,0.0,0,4,0,0.0,-0.018321658059347892,1
"('nailiadindarova', 'stevenkean')",0.0,0.0,255,0.0,0,3,0,0.0,0.021675636546753536,1
"('nailiadindarova', 'richardshapiro')",0.0,0.0,174,0.0,0,3,0,0.0,-0.04876888884575445,1
"('carlosalatorre', 'carolclair')",0.3396232718951086,0.03333333333333333,150,0.05263157894736842,1,2,0,-0.2,-0.15893772893772892,1
"('carlosalatorre', 'justinrostant')",0.0,0.0,66,0.0,0,3,0,-0.2,-0.1090909090909091,1
"('carlosalatorre', 'tanajones')",0.8535216142648594,0.01652892561983471,702,0.19548872180451127,2,2,0,-0.2,0.000346482761307252,1
"('carlosalatorre', 'elizabethsager')",0.0,0.0,426,0.0,0,3,0,-0.2,-0.03243704652155356,1
"('carlosalatorre', 'andyzipper')",0.0,0.0,114,0.0,0,3,0,-0.2,-0.033023735810113516,1
"('carlosalatorre', 'marktaylor')",1.0609707923395904,0.02531645569620253,450,0.3026315789473684,2,2,2,-0.2,0.010233246945575716,1
"('carlosalatorre', 'lisalees')",0.0,0.0,48,0.0,0,3,0,-0.2,0.15238095238095237,1
"('imeldatrevino', 'davidbaumbach')",0.4170323914242463,0.07142857142857142,14,0.09090909090909091,1,2,0,0.0,-0.04578754578754578,1
"('imeldatrevino', 'darrongiron')",0.0,0.0,41,0.0,0,3,0,0.0,0.008440937350549977,1
"('imeldatrevino', 'philliplove')",0.0,0.0,63,0.0,0,3,0,0.0,-0.0023475400730731504,1
"('imeldatrevino', 'staceywhite')",0.0,0.0,6,0.0,0,4,0,0.0,-0.13333333333333333,1
"('imeldatrevino', 'chrisabel')",0.0,0.0,3,0.0,0,3,0,0.0,-0.28888888888888886,1
"('steveweller', 'darrellschoolcraft')",0.0,0.0,1,0.0,0,6,0,0.0,0.0,1
"('deshondahamilton', 'thresaallen')",0.0,0.0,48,0.0,0,4,0,0.008333333333333333,0.0,1
"('deshondahamilton', 'doriehitchcock')",0.0,0.0,32,0.0,0,3,0,0.008333333333333333,0.0,1
"('communityrelations', 'holdensalisbury')",0.0,0.0,27,0.0,0,7,0,0.0,-0.9715099715099715,1
"('narsimhamisra', 'tommay')",0.0,0.0,15,0.0,0,5,2,-0.1,0.5714285714285714,1
"('narsimhamisra', 'paulthomas')",0.0,0.0,5,0.0,0,-1,0,-0.1,0.0,1
"('staceybrewer', 'sward')",0.0,0.0,4,0.0,0,5,0,0.0,0.0,1
"('thomasgros', 'gregpiper')",0.22886186853915486,0.125,20,0.012658227848101266,1,2,1,0.19999999999999998,-0.06666666666666665,1
"('michaelfrazier', 'jeffrichter')",0.0,0.0,10,0.0,0,3,0,0.0,-0.08888888888888888,1
"('perryfrazier', 'lorrainelindberg')",0.43429448190325176,0.1,18,0.1,1,2,2,-0.3333333333333333,-0.30000000000000004,1
"('perryfrazier', 'mansoorabdmoulaie')",0.0,0.0,4,0.0,0,3,0,-0.3333333333333333,0.0,1
"('brantreves', 'tanajones')",0.5511565833872855,0.01639344262295082,819,0.06148113646949231,2,2,2,-0.2761904761904762,0.000346482761307252,1
"('geniafitzgerald', 'carolclair')",0.4648070957762618,0.07142857142857142,125,0.027071520029266508,2,2,0,0.10000000000000003,-0.15893772893772892,1
"('geniafitzgerald', 'kaymann')",0.992440569101513,0.023809523809523808,625,0.15694164989939638,3,2,0,0.10000000000000003,0.008321404675906356,1
"('geniafitzgerald', 'janicemoore')",0.992440569101513,0.375,30,0.15694164989939638,3,2,1,0.10000000000000003,0.26666666666666666,1
"('geniafitzgerald', 'tanajones')",0.3789231816899512,0.008264462809917356,585,0.07142857142857142,1,2,2,0.10000000000000003,0.000346482761307252,1
"('geniafitzgerald', 'wendyconwell')",0.0,0.0,25,0.0,0,3,0,0.10000000000000003,-0.16666666666666663,1
"('geniafitzgerald', 'marieheard')",0.0,0.0,15,0.0,0,3,1,0.10000000000000003,0.33333333333333337,1
"('geniafitzgerald', 'paulradous')",0.0,0.0,45,0.0,0,3,0,0.10000000000000003,-0.5833333333333333,1
"('geniafitzgerald', 'davidportz')",0.0,0.0,20,0.0,0,3,0,0.10000000000000003,0.16666666666666666,1
"('harrykingerski', 'marcusdotson')",0.3898712452512801,0.047619047619047616,21,0.07692307692307693,1,2,0,-0.04999999999999999,0.0,1
"('harrykingerski', 'daviddelainey')",0.548606269930451,0.06060606060606061,294,0.0572192513368984,2,2,0,-0.04999999999999999,0.09342398894637702,1
"('harrykingerski', 'dennisbenevides')",1.1511456381320468,0.13636363636363635,84,0.25010351966873706,3,2,0,-0.04999999999999999,-0.8333333333333334,1
"('harrykingerski', 'wandacurry')",0.43429448190325176,0.045454545454545456,42,0.1,1,2,0,-0.04999999999999999,0.0,1
"('harrykingerski', 'janetdietrich')",0.0,0.0,63,0.0,0,3,0,-0.04999999999999999,0.19047619047619047,1
"('harrykingerski', 'amribrahim')",0.0,0.0,147,0.0,0,3,0,-0.04999999999999999,0.047619047619047616,1
"('harrykingerski', 'martysunde')",0.0,0.0,21,0.0,0,3,0,-0.04999999999999999,0.0,1
