edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,deg_u,deg_v,wdeg_u,wdeg_v,clustering_u,clustering_v,label
"('timbelden', 'christianyoder')",0.48089834696298783,0.2,8,0.125,1,2,4,2,28,22,0.0,1.0,1
"('timbelden', 'sallybeck')",0.974291058424373,0.16666666666666666,40,0.25882352941176473,2,2,4,10,28,205,0.0,0.08888888888888889,1
"('marcusnettelton', 'sarashackleton')",0.0,0.0,36,0.0,0,3,3,12,21,216,0.0,0.2878787878787879,1
"('wescolwell', 'robmilnthorp')",0.35295612386476116,1.0,1,0.058823529411764705,1,2,1,1,17,4,0.0,0.0,1
"('wescolwell', 'sallybeck')",0.35295612386476116,0.1,10,0.058823529411764705,1,2,1,10,17,205,0.0,0.08888888888888889,1
"('matthewlenhart', 'frankermis')",1.9822481955478353,0.6,15,0.6428571428571428,3,2,5,3,29,13,0.3,0.6666666666666666,1
"('barrytycholiz', 'mikegrigsby')",0.0,0.0,6,0.0,0,4,1,6,1,40,0.0,0.3333333333333333,1
"('martincuilla', 'johngriffith')",0.0,0.0,1,0.0,0,6,1,1,7,3,0.0,0.0,1
"('gregwhalley', 'timbelden')",0.35295612386476116,0.1,28,0.058823529411764705,1,2,7,4,79,28,0.38095238095238093,0.0,1
"('gregwhalley', 'davidforster')",0.35295612386476116,0.14285714285714285,7,0.058823529411764705,1,2,7,1,79,9,0.38095238095238093,0.0,1
"('gregwhalley', 'ziminlu')",0.35295612386476116,0.125,14,0.058823529411764705,1,2,7,2,79,24,0.38095238095238093,0.0,1
"('michellelokay', 'stevenharris')",0.6213349345596119,0.1111111111111111,24,0.2,1,2,4,6,35,93,0.3333333333333333,0.26666666666666666,1
"('michellelokay', 'juliearmstrong')",0.0,0.0,8,0.0,0,3,4,2,35,10,0.3333333333333333,0.0,1
"('michellelokay', 'audreyrobertson')",1.2426698691192237,0.4,12,0.4,2,2,4,3,35,33,0.3333333333333333,0.6666666666666666,1
"('michellelokay', 'arsystem')",0.0,0.0,20,0.0,0,5,4,5,35,125,0.3333333333333333,0.0,1
"('johngriffith', 'keithholst')",0.0,0.0,1,0.0,0,4,1,1,3,6,0.0,0.0,1
"('johngriffith', 'scottneal')",0.0,0.0,2,0.0,0,5,1,2,3,10,0.0,0.0,1
"('johngriffith', 'martincuilla')",0.0,0.0,1,0.0,0,6,1,1,3,7,0.0,0.0,1
"('johngriffith', 'inarangel')",0.0,0.0,7,0.0,0,3,1,7,3,48,0.0,0.09523809523809523,1
"('johngriffith', 'johnarnold')",0.0,0.0,8,0.0,0,4,1,8,3,137,0.0,0.25,1
"('johngriffith', 'tanyarohauer')",0.0,0.0,4,0.0,0,5,1,4,3,46,0.0,0.16666666666666666,1
"('johngriffith', 'stephaniesever')",0.0,0.0,4,0.0,0,4,1,4,3,36,0.0,0.3333333333333333,1
"('johngriffith', 'mikemaggi')",0.0,0.0,1,0.0,0,4,1,1,3,3,0.0,0.0,1
"('travismccullough', 'sheilatweed')",0.5581106265512472,0.2,8,0.16666666666666666,1,2,4,2,17,85,0.0,1.0,1
"('travismccullough', 'tanajones')",0.0,0.0,64,0.0,0,3,4,16,17,168,0.0,0.175,1
"('sarahnovosel', 'timbelden')",0.36926937306885504,0.14285714285714285,16,0.06666666666666667,1,2,4,4,100,28,0.6666666666666666,0.0,1
"('andyzipper', 'davidforster')",0.35295612386476116,0.2,5,0.058823529411764705,1,2,5,1,32,9,0.5,0.0,1
"('jimschwieger', 'johnlavorato')",0.9947966893327386,0.1111111111111111,51,0.26785714285714285,2,2,3,17,13,246,0.3333333333333333,0.04411764705882353,1
"('lornabrennan', 'lindydonoho')",0.5581106265512472,0.16666666666666666,10,0.16666666666666666,1,2,2,5,20,51,0.0,0.5,1
"('lornabrennan', 'kevinhyatt')",0.7213475204444817,0.16666666666666666,10,0.25,1,2,2,5,20,44,0.0,0.5,1
"('davidforster', 'gregwhalley')",0.35295612386476116,0.14285714285714285,7,0.058823529411764705,1,2,1,7,9,79,0.0,0.38095238095238093,1
"('davidforster', 'andyzipper')",0.35295612386476116,0.2,5,0.058823529411764705,1,2,1,5,9,32,0.0,0.5,1
"('davidforster', 'tanajones')",0.0,0.0,16,0.0,0,3,1,16,9,168,0.0,0.175,1
"('davidforster', 'sallybeck')",0.35295612386476116,0.1,10,0.058823529411764705,1,2,1,10,9,205,0.0,0.08888888888888889,1
"('errolmclaughlin', 'dutchquigley')",0.0,0.0,5,0.0,0,4,5,1,48,4,0.1,0.0,1
"('errolmclaughlin', 'johnarnold')",0.0,0.0,40,0.0,0,3,5,8,48,137,0.1,0.25,1
"('rosaleefleming', 'richardshapiro')",0.0,0.0,5,0.0,0,3,1,5,6,160,0.0,0.4,1
"('russelldiamond', 'sarashackleton')",0.36067376022224085,0.06666666666666667,48,0.0625,1,2,4,12,35,216,0.16666666666666666,0.2878787878787879,1
"('ziminlu', 'gregwhalley')",0.35295612386476116,0.125,14,0.058823529411764705,1,2,2,7,24,79,0.0,0.38095238095238093,1
"('lorrainelindberg', 'tklohman')",0.7213475204444817,0.25,4,0.25,1,2,4,1,14,2,0.3333333333333333,0.0,1
"('lorrainelindberg', 'juliearmstrong')",0.5138983423697507,0.2,8,0.14285714285714285,1,2,4,2,14,10,0.3333333333333333,0.0,1
"('sheilaglover', 'sallybeck')",0.0,0.0,30,0.0,0,3,3,10,17,205,0.3333333333333333,0.08888888888888889,1
"('geraldnemec', 'tanajones')",1.9640173895637054,0.17647058823529413,64,0.65,3,2,4,16,28,168,0.3333333333333333,0.175,1
"('inarangel', 'dutchquigley')",0.48089834696298783,0.14285714285714285,7,0.125,1,2,7,1,48,4,0.09523809523809523,0.0,1
"('inarangel', 'johngriffith')",0.0,0.0,7,0.0,0,3,7,1,48,3,0.09523809523809523,0.0,1
"('inarangel', 'ericbass')",0.6213349345596119,0.125,14,0.2,1,2,7,2,48,44,0.09523809523809523,0.0,1
"('sarashackleton', 'marcusnettelton')",0.0,0.0,36,0.0,0,3,12,3,216,21,0.2878787878787879,0.0,1
"('sarashackleton', 'russelldiamond')",0.36067376022224085,0.06666666666666667,48,0.0625,1,2,12,4,216,35,0.2878787878787879,0.16666666666666666,1
"('johnarnold', 'johngriffith')",0.0,0.0,8,0.0,0,4,8,1,137,3,0.25,0.0,1
"('johnarnold', 'errolmclaughlin')",0.0,0.0,40,0.0,0,3,8,5,137,48,0.25,0.1,1
"('johnarnold', 'tanajones')",0.7213475204444817,0.043478260869565216,128,0.25,1,2,8,16,137,168,0.25,0.175,1
"('johnarnold', 'mikemaggi')",0.5138983423697507,0.125,8,0.14285714285714285,1,2,8,1,137,3,0.25,0.0,1
"('lisamellencamp', 'kaymann')",0.45511961331341866,0.125,18,0.1111111111111111,1,2,3,6,6,258,0.3333333333333333,0.06666666666666667,1
"('cameron', 'psellers')",1.0906168935133367,0.6666666666666666,6,0.31666666666666665,2,2,3,2,52,6,1.0,1.0,1
"('mikegrigsby', 'keithholst')",0.5138983423697507,0.16666666666666666,6,0.14285714285714285,1,2,6,1,40,6,0.3333333333333333,0.0,1
"('mikegrigsby', 'barrytycholiz')",0.0,0.0,6,0.0,0,4,6,1,40,1,0.3333333333333333,0.0,1
"('tanyarohauer', 'johngriffith')",0.0,0.0,4,0.0,0,5,4,1,46,3,0.16666666666666666,0.0,1
"('stephaniesever', 'johngriffith')",0.0,0.0,4,0.0,0,4,4,1,36,3,0.3333333333333333,0.0,1
"('shirleycrenshaw', 'rickbuy')",0.0,0.0,10,0.0,0,3,2,5,6,59,0.0,0.0,1
"('shirleycrenshaw', 'davidport')",0.0,0.0,2,0.0,0,4,2,1,6,7,0.0,0.0,1
"('christianyoder', 'timbelden')",0.48089834696298783,0.2,8,0.125,1,2,2,4,22,28,1.0,0.0,1
"('audreyrobertson', 'michellelokay')",1.2426698691192237,0.4,12,0.4,2,2,3,4,33,35,0.6666666666666666,0.3333333333333333,1
"('karendenne', 'jamesderrick')",0.0,0.0,4,0.0,0,5,4,1,93,3,0.3333333333333333,0.0,1
"('elizabethsager', 'sheilatweed')",0.45511961331341866,0.1111111111111111,16,0.1111111111111111,1,2,8,2,58,85,0.07142857142857142,1.0,1
"('elizabethsager', 'marieheard')",0.0,0.0,8,0.0,0,3,8,1,58,10,0.07142857142857142,0.0,1
"('elizabethsager', 'kaymann')",2.619162174646864,0.2727272727272727,48,0.8611111111111112,3,2,8,6,58,258,0.07142857142857142,0.06666666666666667,1
"('elizabethsager', 'arsystem')",0.45511961331341866,0.08333333333333333,40,0.1111111111111111,1,2,8,5,58,125,0.07142857142857142,0.0,1
"('elizabethsager', 'gregjohnston')",0.45511961331341866,0.08333333333333333,40,0.1111111111111111,1,2,8,5,58,30,0.07142857142857142,0.6,1
"('frankermis', 'matthewlenhart')",1.9822481955478353,0.6,15,0.6428571428571428,3,2,3,5,13,29,0.6666666666666666,0.3,1
"('ericbass', 'inarangel')",0.6213349345596119,0.125,14,0.2,1,2,2,7,44,48,0.0,0.09523809523809523,1
"('tanajones', 'dutchquigley')",0.0,0.0,16,0.0,0,3,16,1,168,4,0.175,0.0,1
"('tanajones', 'travismccullough')",0.0,0.0,64,0.0,0,3,16,4,168,17,0.175,0.0,1
"('tanajones', 'davidforster')",0.0,0.0,16,0.0,0,3,16,1,168,9,0.175,0.0,1
"('tanajones', 'geraldnemec')",1.9640173895637054,0.17647058823529413,64,0.65,3,2,16,4,168,28,0.175,0.3333333333333333,1
"('tanajones', 'johnarnold')",0.7213475204444817,0.043478260869565216,128,0.25,1,2,16,8,168,137,0.175,0.25,1
"('tanajones', 'louisekitchen')",0.0,0.0,64,0.0,0,3,16,4,168,29,0.175,0.6666666666666666,1
"('arsystem', 'michellelokay')",0.0,0.0,20,0.0,0,5,5,4,125,35,0.0,0.3333333333333333,1
"('arsystem', 'elizabethsager')",0.45511961331341866,0.08333333333333333,40,0.1111111111111111,1,2,5,8,125,58,0.0,0.07142857142857142,1
"('mikemaggi', 'johngriffith')",0.0,0.0,1,0.0,0,4,1,1,3,3,0.0,0.0,1
"('mikemaggi', 'johnarnold')",0.5138983423697507,0.125,8,0.14285714285714285,1,2,1,8,3,137,0.0,0.25,1
"('robmilnthorp', 'wescolwell')",0.35295612386476116,1.0,1,0.058823529411764705,1,2,1,1,4,17,0.0,0.0,1
"('robmilnthorp', 'sallybeck')",0.35295612386476116,0.1,10,0.058823529411764705,1,2,1,10,4,205,0.0,0.08888888888888889,1
"('louisekitchen', 'tanajones')",0.0,0.0,64,0.0,0,3,4,16,29,168,0.6666666666666666,0.175,1
"('gregjohnston', 'elizabethsager')",0.45511961331341866,0.08333333333333333,40,0.1111111111111111,1,2,5,8,30,58,0.6,0.07142857142857142,1
"('sallybeck', 'chrisabel')",0.6213349345596119,0.09090909090909091,20,0.2,1,2,10,2,205,7,0.08888888888888889,0.0,1
"('sallybeck', 'davidport')",0.0,0.0,10,0.0,0,3,10,1,205,7,0.08888888888888889,0.0,1
"('sallybeck', 'timbelden')",0.974291058424373,0.16666666666666666,40,0.25882352941176473,2,2,10,4,205,28,0.08888888888888889,0.0,1
"('sallybeck', 'wescolwell')",0.35295612386476116,0.1,10,0.058823529411764705,1,2,10,1,205,17,0.08888888888888889,0.0,1
"('sallybeck', 'davidforster')",0.35295612386476116,0.1,10,0.058823529411764705,1,2,10,1,205,9,0.08888888888888889,0.0,1
"('sallybeck', 'sheilaglover')",0.0,0.0,30,0.0,0,3,10,3,205,17,0.08888888888888889,0.3333333333333333,1
"('sallybeck', 'robmilnthorp')",0.35295612386476116,0.1,10,0.058823529411764705,1,2,10,1,205,4,0.08888888888888889,0.0,1
"('shonawilson', 'cheryljohnson')",0.0,0.0,10,0.0,0,3,5,2,98,49,0.1,1.0,0
"('vkamins', 'robmilnthorp')",0.0,0.0,2,0.0,0,5,2,1,18,4,0.0,0.0,0
"('nancysellers', 'ericbass')",0.0,0.0,8,0.0,0,6,4,2,58,44,0.6666666666666666,0.0,0
"('sheilaglover', 'lesliereeves')",0.0,0.0,6,0.0,0,3,3,2,17,47,0.3333333333333333,1.0,0
"('eldon', 'vkaminski')",0.0,0.0,6,0.0,0,6,3,2,30,19,1.0,0.0,0
"('debraperlingiere', 'jeffdasovich')",0.0,0.0,60,0.0,0,5,4,15,39,343,0.16666666666666666,0.11428571428571428,0
"('errolmclaughlin', 'jimschwieger')",0.6213349345596119,0.14285714285714285,15,0.2,1,2,5,3,48,13,0.1,0.3333333333333333,0
"('michellelokay', 'juliamurray')",0.0,0.0,4,0.0,0,7,4,1,35,5,0.3333333333333333,0.0,0
"('vkaminski', 'marcusnettelton')",0.0,0.0,6,0.0,0,6,2,3,19,21,0.0,0.0,0
"('juliamurray', 'louisekitchen')",0.0,0.0,4,0.0,0,3,1,4,5,29,0.0,0.6666666666666666,0
"('brittdavis', 'mikemaggi')",0.0,0.0,6,0.0,0,4,6,1,31,3,0.0,0.0,0
"('marycook', 'sarahnovosel')",0.0,0.0,36,0.0,0,4,9,4,76,100,0.3888888888888889,0.6666666666666666,0
"('lornabrennan', 'mikemaggi')",0.0,0.0,2,0.0,0,7,2,1,20,3,0.0,0.0,0
"('drewfossum', 'cheryljohnson')",0.0,0.0,14,0.0,0,4,7,2,69,49,0.19047619047619047,1.0,0
"('karendenne', 'geraldnemec')",0.0,0.0,16,0.0,0,4,4,4,93,28,0.3333333333333333,0.3333333333333333,0
"('johnlavorato', 'jeffdasovich')",2.252921681630931,0.10344827586206896,255,0.7833333333333333,3,2,17,15,246,343,0.04411764705882353,0.11428571428571428,0
"('stuartzisman', 'eldon')",0.0,0.0,6,0.0,0,4,2,3,8,30,0.0,1.0,0
"('stephaniesever', 'robertfrank')",0.0,0.0,4,0.0,0,4,4,1,36,2,0.3333333333333333,0.0,0
"('shonawilson', 'scottneal')",0.0,0.0,10,0.0,0,5,5,2,98,10,0.1,0.0,0
"('johnlavorato', 'victorlamadrid')",0.0,0.0,34,0.0,0,5,17,2,246,20,0.04411764705882353,0.0,0
"('geraldnemec', 'susanbailey')",0.0,0.0,16,0.0,0,3,4,4,28,34,0.3333333333333333,1.0,0
"('pattisullivan', 'shelleycorman')",0.0,0.0,4,0.0,0,7,1,4,7,47,0.0,0.5,0
"('victorlamadrid', 'michellecash')",0.0,0.0,18,0.0,0,3,2,9,20,48,0.0,0.05555555555555555,0
"('susanbailey', 'robertfrank')",0.0,0.0,4,0.0,0,5,4,1,34,2,1.0,0.0,0
"('louisekitchen', 'edwardsacks')",0.0,0.0,12,0.0,0,4,4,3,29,24,0.6666666666666666,0.3333333333333333,0
"('victorlamadrid', 'sheilatweed')",0.0,0.0,4,0.0,0,4,2,2,20,85,0.0,1.0,0
"('cameron', 'travismccullough')",0.0,0.0,12,0.0,0,4,3,4,52,17,1.0,0.0,0
"('ziminlu', 'info')",0.0,0.0,2,0.0,0,4,2,1,24,2,0.0,0.0,0
"('drewfossum', 'johnlavorato')",0.0,0.0,119,0.0,0,4,7,17,69,246,0.19047619047619047,0.04411764705882353,0
"('martincuilla', 'andyzipper')",0.0,0.0,5,0.0,0,5,1,5,7,32,0.0,0.5,0
"('marcusnettelton', 'sheilaglover')",0.0,0.0,9,0.0,0,4,3,3,21,17,0.0,0.3333333333333333,0
"('keithholst', 'martincuilla')",0.0,0.0,1,0.0,0,4,1,1,6,7,0.0,0.0,0
"('elizabethsager', 'chrisgaskill')",0.0,0.0,8,0.0,0,3,8,1,58,5,0.07142857142857142,0.0,0
"('wescolwell', 'jimschwieger')",0.0,0.0,3,0.0,0,3,1,3,17,13,0.0,0.3333333333333333,0
"('errolmclaughlin', 'davidoxley')",0.0,0.0,10,0.0,0,3,5,2,48,18,0.1,0.0,0
"('sarahnovosel', 'michellelokay')",0.0,0.0,16,0.0,0,4,4,4,100,35,0.6666666666666666,0.3333333333333333,0
"('kamkeiser', 'jayreitmeyer')",0.0,0.0,9,0.0,0,4,3,3,21,19,0.3333333333333333,0.6666666666666666,0
"('jamesderrick', 'stevenharris')",0.0,0.0,6,0.0,0,4,1,6,3,93,0.0,0.26666666666666666,0
"('scottneal', 'vkaminski')",0.0,0.0,4,0.0,0,7,2,2,10,19,0.0,0.0,0
"('cheryljohnson', 'jamesderrick')",0.0,0.0,2,0.0,0,5,2,1,49,3,1.0,0.0,0
"('stuartzisman', 'stephaniepanus')",0.0,0.0,8,0.0,0,4,2,4,8,61,0.0,0.8333333333333334,0
"('tklohman', 'matthewlenhart')",0.0,0.0,5,0.0,0,8,1,5,2,29,0.0,0.3,0
"('mikegrigsby', 'johngriffith')",0.0,0.0,6,0.0,0,4,6,1,40,3,0.3333333333333333,0.0,0
"('robmilnthorp', 'rosaleefleming')",0.0,0.0,1,0.0,0,3,1,1,4,6,0.0,0.0,0
"('torikuykendall', 'susanbailey')",0.0,0.0,12,0.0,0,6,3,4,19,34,0.3333333333333333,1.0,0
"('michellelokay', 'tanyarohauer')",0.0,0.0,16,0.0,0,4,4,4,35,46,0.3333333333333333,0.16666666666666666,0
"('errolmclaughlin', 'audreyrobertson')",0.0,0.0,15,0.0,0,6,5,3,48,33,0.1,0.6666666666666666,0
"('torikuykendall', 'vkaminski')",0.0,0.0,6,0.0,0,7,3,2,19,19,0.3333333333333333,0.0,0
"('vkamins', 'kennethlay')",0.0,0.0,2,0.0,0,7,2,1,18,13,0.0,0.0,0
"('wescolwell', 'rosaleefleming')",0.0,0.0,1,0.0,0,3,1,1,17,6,0.0,0.0,0
"('sheilatweed', 'mikemaggi')",0.0,0.0,2,0.0,0,4,2,1,85,3,1.0,0.0,0
"('sheilaglover', 'timbelden')",0.0,0.0,12,0.0,0,3,3,4,17,28,0.3333333333333333,0.0,0
"('alanaronowitz', 'pattisullivan')",0.0,0.0,2,0.0,0,5,2,1,30,7,0.0,0.0,0
"('cameron', 'keithholst')",0.0,0.0,3,0.0,0,6,3,1,52,6,1.0,0.0,0
"('lornabrennan', 'rodhayslett')",0.0,0.0,2,0.0,0,4,2,1,20,3,0.0,0.0,0
"('robmilnthorp', 'drewfossum')",0.0,0.0,7,0.0,0,5,1,7,4,69,0.0,0.19047619047619047,0
"('edwardsacks', 'chrisgaskill')",0.0,0.0,3,0.0,0,4,3,1,24,5,0.3333333333333333,0.0,0
"('jamesderrick', 'ziminlu')",0.0,0.0,2,0.0,0,5,1,2,3,24,0.0,0.0,0
"('matthewlenhart', 'martincuilla')",0.9102392266268373,0.2,5,0.3333333333333333,1,2,5,1,29,7,0.3,0.0,0
"('janetdietrich', 'drewfossum')",0.0,0.0,21,0.0,0,3,3,7,11,69,0.0,0.19047619047619047,0
"('elizabethsager', 'lorrainelindberg')",0.0,0.0,32,0.0,0,4,8,4,58,14,0.07142857142857142,0.3333333333333333,0
"('rodhayslett', 'robmilnthorp')",0.0,0.0,1,0.0,0,7,1,1,3,4,0.0,0.0,0
"('tanajones', 'jeffdasovich')",0.0,0.0,240,0.0,0,4,16,15,168,343,0.175,0.11428571428571428,0
"('louisekitchen', 'debraperlingiere')",0.0,0.0,16,0.0,0,5,4,4,29,39,0.6666666666666666,0.16666666666666666,0
"('stuartzisman', 'robmilnthorp')",0.0,0.0,2,0.0,0,4,2,1,8,4,0.0,0.0,0
"('suzanneadams', 'jamesderrick')",0.0,0.0,1,0.0,0,5,1,1,160,3,0.0,0.0,0
"('davidport', 'mikegrigsby')",0.0,0.0,6,0.0,0,4,1,6,7,40,0.0,0.3333333333333333,0
"('audreyrobertson', 'karendenne')",0.0,0.0,12,0.0,0,3,3,4,33,93,0.6666666666666666,0.3333333333333333,0
"('chrisgaskill', 'kevinhyatt')",0.0,0.0,5,0.0,0,6,1,5,5,44,0.0,0.5,0
"('mikegrigsby', 'peterkeohane')",0.0,0.0,30,0.0,0,4,6,5,40,34,0.3333333333333333,0.4,0
"('joehartsoe', 'molliegustafson')",0.7213475204444817,0.25,4,0.25,1,2,4,1,34,2,0.6666666666666666,0.0,0
"('juliearmstrong', 'molliegustafson')",0.0,0.0,2,0.0,0,5,2,1,10,2,0.0,0.0,0
"('barrytycholiz', 'rickbuy')",0.35295612386476116,0.2,5,0.058823529411764705,1,2,1,5,1,59,0.0,0.0,0
"('johngriffith', 'sheilaglover')",0.0,0.0,3,0.0,0,4,1,3,3,17,0.0,0.3333333333333333,0
"('robmilnthorp', 'juliearmstrong')",0.0,0.0,2,0.0,0,6,1,2,4,10,0.0,0.0,0
"('sarashackleton', 'suzanneadams')",0.0,0.0,12,0.0,0,4,12,1,216,160,0.2878787878787879,0.0,0
"('paulkaufman', 'lisamellencamp')",0.0,0.0,12,0.0,0,4,4,3,45,6,0.3333333333333333,0.3333333333333333,0
"('stephaniesever', 'keithholst')",0.0,0.0,4,0.0,0,3,4,1,36,6,0.3333333333333333,0.0,0
"('kamkeiser', 'inarangel')",0.0,0.0,21,0.0,0,3,3,7,21,48,0.3333333333333333,0.09523809523809523,0
"('davidbaumbach', 'frankermis')",0.0,0.0,15,0.0,0,4,5,3,66,13,0.1,0.6666666666666666,0
"('pattisullivan', 'vkamins')",0.0,0.0,2,0.0,0,8,1,2,7,18,0.0,0.0,0
"('sheilatweed', 'louisekitchen')",0.0,0.0,8,0.0,0,4,2,4,85,29,1.0,0.6666666666666666,0
"('chrisabel', 'barrytycholiz')",0.0,0.0,2,0.0,0,4,2,1,7,1,0.0,0.0,0
"('marcusnettelton', 'travismccullough')",0.48089834696298783,0.16666666666666666,12,0.125,1,2,3,4,21,17,0.0,0.0,0
"('chrisabel', 'scottneal')",0.0,0.0,4,0.0,0,5,2,2,7,10,0.0,0.0,0
"('robertfrank', 'lesliereeves')",0.0,0.0,2,0.0,0,4,1,2,2,47,0.0,1.0,0
"('louisekitchen', 'chrisgaskill')",0.0,0.0,4,0.0,0,3,4,1,29,5,0.6666666666666666,0.0,0
"('lindydonoho', 'juliamurray')",0.0,0.0,5,0.0,0,6,5,1,51,5,0.5,0.0,0
"('mikegrigsby', 'davidoxley')",0.0,0.0,12,0.0,0,4,6,2,40,18,0.3333333333333333,0.0,0
"('eldon', 'keithholst')",0.0,0.0,3,0.0,0,6,3,1,30,6,1.0,0.0,0
"('laureladams', 'nancysellers')",0.0,0.0,24,0.0,0,5,6,4,94,58,0.4,0.6666666666666666,0
"('gregjohnston', 'jamesderrick')",0.0,0.0,5,0.0,0,4,5,1,30,3,0.6,0.0,0
